34,37,38,47,113,238,269,414,604,642,765,817,921,990,1017,1096,1121,1233,1241,1366,1397,1629,1640,1728,1795,1842,2146,2149,2186,2190,2337,2358,2359,2403,2429,2618,2782,2885,2915,2923,2938,3001,3029,3062,3260,3270,3375,3423,3457,3595,3604,3790,3806,3817,3880,3896,3969,3978,3990,4147,4180,4222,4299,4319,4400,4435,4543,4567,4658,4670,4687,4751,4773,4790,4793,4824,4867,4929,4929,4929,4991,4994,5015,5200,5254,5256,5259,5259,5361,5366,5403,5447,5830,5924,5992,6157,6162,6315,6675,6692,6841,6877,6895,6908,6919,6920,6944,6981,6990,7007,7053,7112,7125,7205,7213,7221,7250,7251,7357,7524,7591,7789,7884,7933,7944,7968,7987,8001,8014,8038,8080,8126,8194,8203,8234,8293,8322,8449,8451,8558,8646,8771,8774,8896,8938,8957,9017,9039,9039,9087,9127,9192,9208,9215,9293,9383,9390,9394,9477,9498,9559,9680,9706,9727,9781,9823,9842
1315.6,1312.2,1310.3,1306.5,1315.4,1316.1,1324.5,1316,1321.3,1312.7,1319.9,1301,1336.4,1335.9,1301.9,1310.7,1323.1,1302.3,1328.2,1330.3,1321.4,1324.6,1301,1314.8,1317,1309.6,1315.7,1315.2,1327.1,1331.9,1316.2,1310.3,1324.3,1309.8,1314.7,1325.2,1332.8,1321.7,1323,1324.3,1319.9,1309,1308.1,1303.8,1317.1,1311.9,1330.3,1325.9,1322.9,1323.2,1317.6,1315.9,1318,1327.3,1328.1,1310.1,1326,1310.3,1320.9,1312.4,1304.9,1333.8,1326.3,1324.2,1309.2,1330.2,1320.5,1314.5,1307.7,1329.3,1318.8,1322.4,1321.4,1321,1320.9,1314.5,1333.5,1322.4,1315,1323.9,1326.1,1314.6,1318.8,1317.3,1330.8,1316.5,1316.9,1314.6,1326.8,1312.2,1327,1299.2,1324.9,1322.9,1322.1,1308.8,1320.8,1325,1320.5,1326.4,1312.8,1320.8,1313.1,1321.1,1298.8,1320.1,1336.9,1314.3,1335.7,1313.1,1327,1310.3,1299.5,1309.5,1327.6,1309.8,1310.5,1315.2,1325.8,1301.5,1310.8,1319.2,1321.6,1302.8,1323.6,1328,1306.5,1298.8,1319.7,1334.3,1315,1308,1336.3,1302,1321.2,1306.4,1300.5,1316.1,1308.9,1330.4,1318.9,1335.9,1322.5,1324.1,1306.4,1327.1,1309.4,1329.4,1331.7,1327.5,1317,1333.8,1329.4,1319.8,1310.8,1323.1,1336.5,1309.8,1327.7,1324.9,1331.3,1308.2,1306.8,1335.4,1317.6,1315.5,1323.2
431.25,473.62,433.19,468.04,474.25,473.43,466.24,451.94,473.2,473.7,471.26,427.68,436.43,439.07,429.51,473.37,469.31,429.63,462.53,455.82,442.27,466.63,428.58,457.56,473.9,459.97,473.27,453.25,412.68,418.7,430.25,410.76,465.61,411.2,472.16,464.59,450.09,469,471.01,468.76,470.84,432.27,411.56,430,473.59,473.46,454.41,467.58,470.58,466.34,471.67,431.01,471.38,457.3,457.98,410.62,467.02,472.96,471.03,463.04,436.44,443.16,436.95,469.72,471.6,454.6,468.94,457.45,411.66,452.3,473.14,468.76,466.84,467.61,472.88,430.11,440.06,416.77,435.39,452.8,464.79,455.92,472.54,431.29,453.75,430.9,440.25,455.44,457.86,459.62,461.7,426.53,467.03,467.31,468.03,410.22,467.72,467.73,473.02,461.37,472.68,470.77,472.82,442.52,426.5,442.7,426.03,473.42,436.31,413.64,462.93,411.73,427.77,456.41,463.19,432.51,409.95,429.53,463.68,431.57,472.36,428.54,468.28,430.17,466.77,464.74,427.86,425.84,473.02,436.21,472.48,471.36,425.04,430.48,449.21,442.31,427.7,472.48,472.05,415.23,470.58,438.7,469.53,470.76,467.74,465.53,410.96,454.75,449.73,438.06,443.4,444.82,451.13,428.3,472.14,417.4,426.94,431.94,460.45,464.54,417.52,471.3,470.91,433.64,474.08,430.58,465.06
