10,156,500,509,523,571,590,602,613,639,642,808,844,905,1169,1215,1228,1315,1352,1489,1499,1521,1538,1701,1722,1948,1985,2016,2054,2419,2429,2475,2508,2702,2882,2882,3018,3018,3339,3406,3444,3453,3479,3513,3513,3537,3566,3600,3655,3684,3719,3808,3820,3821,3859,3879,3981,4018,4065,4222,4248,4357,4417,4432,4445,4464,4496,4528,4580,4592,4653,4666,4813,4824,4923,4924,4929,4929,4929,4929,4973,5018,5027,5112,5139,5248,5274,5416,5576,5578,5584,5738,5890,5933,6004,6033,6058,6347,6364,6451,6732,6843,6932,6994,7035,7044,7213,7236,7280,7296,7315,7396,7416,7420,7420,7447,7466,7685,7888,8234,8299,8438,8527,8686,8708,8956,9020,9064,9138,9150,9215,9270,9361,9369,9422,9433,9546,9578,9848,9867,9996
1688.1,1672.9,1696.4,1709.9,1697.5,1691,1710.2,1671.5,1711.8,1707.4,1670.2,1671.6,1704,1671.6,1665,1703.4,1702.4,1666.8,1668.3,1703,1703.9,1666.3,1706.6,1689.8,1696.3,1682.1,1689.8,1688.9,1710.6,1685.6,1674.5,1673.4,1705.9,1697,1687.7,1685.7,1689.1,1691.4,1690.7,1693.2,1672.8,1702.8,1669.7,1689.4,1669.4,1708.4,1701.9,1707.3,1689.2,1665.1,1699.8,1663.5,1664.8,1696.8,1665.2,1711.6,1702.2,1712.2,1703,1701.1,1706.3,1697.5,1664,1710.4,1671.1,1691,1697.1,1702.7,1672.1,1691.1,1691.9,1689.2,1707.5,1685.1,1664.7,1703.4,1691.8,1667.2,1689.4,1668.4,1700.8,1686.2,1694.2,1690.5,1695.6,1665.9,1685.3,1707.8,1668.3,1691.5,1689,1685.7,1687.3,1689.8,1686,1708.8,1692,1687.8,1703.7,1685,1673.6,1687.9,1664,1711.6,1673.3,1702.9,1690.3,1686.9,1698.2,1691.9,1692.4,1696.8,1664.7,1673.3,1674.1,1698,1682.8,1710.5,1681.6,1704.4,1690.1,1710.3,1700.9,1708.2,1707.5,1690.3,1711.4,1702.7,1711,1663.9,1676.8,1700.6,1708.4,1697.3,1690.1,1664.3,1703.6,1693.5,1684.9,1698,1711.1
1017.7,1032.4,1027.5,1017.8,1030.3,1030.4,1015.9,1009.8,1023.6,1018.4,1032.2,1032.5,1023.6,1033.1,1026.6,1025.5,1020.5,1006,1006.3,1025.3,1029.3,1013.3,1027.4,1031.7,1031.2,1032.3,1028.3,1026.2,1017.4,1032.7,1006.7,1006.9,1021.1,1029.7,1017.9,1030.5,1016.5,1027.1,1030.9,1019.7,1007.1,1024.1,1013.3,1028.8,1013.3,1017.8,1017.8,1027.5,1024.4,1028.6,1024.6,1027.3,1027,1025.8,1028.2,1021.2,1019.3,1016.3,1013.5,1020.9,1026.3,1026.6,1024.3,1016.2,1011.5,1028.4,1025.8,1024.3,1031.5,1028.7,1028.2,1030.7,1018.2,1028.6,1024.4,1014.2,1031.3,1010.2,1019,1012.9,1029.8,1032.7,1028.7,1021,1025.5,1012.6,1031.9,1017.7,1013.8,1031.7,1018.2,1031.8,1017.2,1026.1,1030.2,1021.5,1032.7,1016.8,1024.8,1030.2,1005.3,1025.7,1028.1,1015.8,1007,1024.4,1026.8,1025.5,1032.1,1032.6,1032.7,1031.5,1023,1033.2,1005.1,1029.6,1031.6,1016.8,1036.4,1024.2,1032.8,1023.2,1030.4,1027.3,1017.8,1032,1015.5,1025.1,1015.9,1027.9,1008.5,1025.8,1020.9,1025.6,1027,1027.4,1024.1,1031.2,1032.1,1024.8,1022.9
