10,436,446,671,752,777,1140,1224,1251,1331,1398,1614,1625,1636,1666,1762,1967,2016,2181,2307,2431,2650,2674,2737,2866,2888,2956,2994,3021,3075,3085,3106,3108,3109,3119,3136,3259,3265,3335,3436,3467,3468,3484,3487,3688,3704,3704,3705,3722,3760,3769,3780,3980,4019,4052,4130,4151,4209,4229,4240,4247,4254,4290,4297,4335,4343,4357,4401,4407,4410,4434,4454,4573,4597,4695,4741,4749,4767,4834,4903,4929,4929,4936,4973,4980,5021,5035,5076,5168,5223,5318,5325,5558,5618,5684,5848,5889,6004,6278,6314,6601,6673,6679,6689,6782,6830,6830,7004,7081,7200,7251,7272,7419,7766,7808,7816,7820,7882,7906,8029,8051,8230,8266,8271,8445,8535,8636,8725,8726,8756,8892,8930,9089,9091,9149,9204,9205,9228,9598,9669,9687,9746,9748,9781,9846,9932
1724.6,1721.8,1705.2,1679.5,1691.3,1720.5,1705.2,1722.2,1703.9,1701.6,1705.7,1717.8,1703.2,1705.9,1701.8,1704.1,1704.7,1703.6,1700.9,1692.8,1688.1,1690.5,1704.5,1688.5,1692.9,1687.8,1673.9,1722.9,1673.8,1719.2,1700.4,1702.4,1692.2,1707.6,1700.2,1698.9,1704.1,1719.2,1696,1720.2,1688.1,1704.6,1700.9,1682.4,1705.5,1709.8,1683.3,1688.9,1690.5,1722.6,1702.7,1703.8,1721.6,1716.1,1696,1722.2,1701.1,1704.3,1717.5,1705.1,1702.9,1690.9,1674.4,1675.3,1702.9,1712.2,1713.2,1697.9,1721.9,1703.2,1705,1715.6,1702.7,1718.4,1678.5,1677.8,1706.9,1715.4,1706,1706.3,1700.5,1710.2,1716.3,1696.8,1678.2,1700.3,1683.1,1720.4,1702.7,1704.3,1688.5,1712.6,1691.8,1709.3,1712.8,1702.1,1709.7,1691.8,1702.7,1701.4,1706.1,1679.4,1708.3,1703.1,1703.5,1704.9,1695.8,1722.9,1723,1707.8,1719.4,1690.5,1693.9,1708.5,1704.8,1706,1699,1700.8,1698.2,1685.2,1677.8,1726.4,1702.8,1702.9,1705.9,1676.7,1707.9,1704.6,1704.6,1703.3,1683.1,1721.2,1722.1,1724.9,1708.1,1719.8,1700.9,1705,1717.5,1722.4,1683.4,1712.9,1721.2,1708,1718.7,1715.8
1246,1261.1,1221.7,1247.1,1260.2,1261.3,1210.9,1250.8,1211.4,1263,1262.3,1233.1,1211.1,1210.9,1261.5,1221.2,1228.9,1212,1210.5,1256.9,1222.2,1258.1,1211.5,1226.7,1225.7,1222.3,1242.1,1261.2,1237.1,1236.2,1210.6,1211.1,1259.8,1210.9,1211,1220.9,1221.5,1236.5,1253.9,1256.4,1225.5,1228.5,1213,1251.9,1260,1258.7,1239.1,1251.8,1258.1,1260.3,1264.5,1262.9,1260.9,1260.6,1234.6,1259.3,1211,1227.8,1232.6,1210.3,1211,1255.4,1240.6,1245.3,1219.4,1259,1260.3,1255.9,1260.3,1209.9,1231.9,1261.2,1220.6,1242,1244.1,1242.7,1235,1260.5,1210,1221.6,1209.4,1257.8,1261.3,1262.4,1243.1,1257.3,1244,1261.3,1219.5,1228.2,1251.6,1231.2,1255.9,1259.4,1261.8,1219.8,1229.8,1225.5,1210.5,1210,1211.2,1230.6,1210.7,1221.5,1222.3,1210.3,1249.3,1260.7,1260.2,1212,1243.2,1260.5,1225.7,1259.3,1228.7,1209.8,1226.5,1210.5,1209.8,1244.9,1245.1,1255.2,1239.2,1210.7,1211,1242.2,1238.7,1226.6,1228.2,1221.3,1244.8,1260.3,1260.8,1247.3,1209.8,1237.4,1209.8,1228.8,1234.8,1259.9,1239.9,1231.8,1260.9,1211.7,1261.6,1233.5
