58,124,205,254,276,322,369,430,552,553,553,692,852,1112,1179,1276,1285,1372,1382,1522,1558,1589,1667,1729,1774,1795,1898,1980,2054,2132,2190,2291,2305,2313,2316,2327,2378,2392,2476,2527,2717,2810,2838,2845,2870,2922,2922,2957,2981,3085,3093,3234,3274,3358,3363,3432,3484,3564,3590,3590,3613,3680,3773,3861,3868,3937,3977,4100,4113,4113,4113,4113,4130,4150,4240,4382,4435,4484,4512,4512,4514,4615,4616,4619,4767,4772,4788,4845,4873,5030,5032,5033,5222,5556,5625,5684,5687,5728,5738,5757,5804,5820,5820,5831,5912,5946,5964,6079,6094,6094,6094,6094,6161,6250,6268,6333,6342,6496,6543,6694,6784,6842,6907,6907,6919,6946,7073,7106,7194,7236,7248,7257,7268,7284,7285,7285,7285,7285,7286,7302,7330,7370,7407,7423,7537,7541,7576,7611,7656,7788,7807,7810,7869,7877,7957,8001,8037,8042,8076,8122,8129,8159,8192,8222,8272,8286,8322,8399,8724,8808,8852,8857,8962,8976,9110,9227,9237,9381,9381,9412,9444,9463,9483,9485,9582,9610,9649,9719,9756,9771,9861,9888
1266.9,1312.6,1329,1274.7,1278.4,1294.8,1311.5,1326.1,1280,1267.7,1326.1,1261.6,1291.7,1321.7,1325.3,1291.3,1274.7,1327.8,1301.1,1324.5,1301.1,1273.7,1276.9,1295.5,1263.4,1318.3,1288,1322.8,1291.4,1268.2,1306.7,1257,1279.1,1327.2,1322.6,1292.1,1270.7,1272.2,1291.1,1279.9,1261.3,1328.6,1292.8,1275.4,1327.7,1317.4,1259.8,1258.9,1318.5,1291.3,1257.8,1276.5,1283.9,1315,1316.3,1316.3,1268.8,1315.6,1270.1,1319,1322.3,1311.1,1324.3,1277.2,1302.3,1277.9,1277,1325.3,1326,1262.1,1321.6,1327.3,1327.1,1320.7,1284.3,1265.5,1310.1,1264.5,1269.9,1314.3,1257.9,1287.6,1275.9,1317.2,1288.6,1309.9,1265.1,1324.4,1312,1326.7,1285.9,1274.8,1315.9,1286.6,1299.2,1264,1272.9,1323.8,1291.3,1325.9,1289.8,1279.3,1292.9,1278.9,1302.8,1302.1,1260.2,1276.7,1266.4,1313.8,1326.7,1324.3,1312.4,1326.6,1322.7,1279.9,1265.4,1287.3,1325.2,1273.7,1289.1,1287.3,1295,1310.4,1265.2,1280.9,1326.1,1324.6,1325.8,1297.6,1273.7,1291.3,1303.7,1294.8,1262.2,1299.9,1310.6,1315.4,1318.5,1294.5,1329.1,1290.3,1301.7,1286.4,1305.9,1295.4,1290.6,1290.3,1290.5,1282.8,1319.9,1321.2,1294.4,1295.4,1326.3,1274.2,1310.3,1275.9,1327.9,1329.2,1255.5,1326.5,1325.1,1272.3,1328.1,1289.1,1285.5,1279.3,1280.5,1280.2,1283.8,1297.6,1289.2,1292.8,1329.3,1327.3,1313.9,1278.4,1301.9,1277,1319.8,1329.4,1273.9,1290.9,1262.9,1306.5,1263,1280.8,1325.8,1295.6,1323.8,1324.2
939.75,1000.8,1023.6,1011.4,1016.8,1034.7,1044.8,1041.4,963.41,1003.3,1041.4,944,995.01,1046.5,1036.3,983.43,1012.9,1035.5,1019.1,1042.5,1040.6,982.35,1011,1034,941.19,1043.8,994.18,1024.5,1026.9,1003.5,1025.1,937.72,1019.9,1025.4,1024.4,1030.3,1007.7,1007.4,982.74,1016.9,941.82,1027.9,986.1,1012.5,1031,1045.6,944.33,945.39,1007.4,982.43,936.66,1012.8,1023.1,1034,1006.8,1048.1,944.38,1045.8,1008.1,1014.1,1037.6,999.47,1029.8,1016.6,1040.8,1016.8,1013.7,1036.6,1030.6,940.18,1045.4,1023.9,1040.3,1039.3,1021.6,1003.4,1046.1,1001.6,1006,1044.2,945.85,1025.2,1013.4,1015.7,983.06,1005.6,940.82,1040.6,1044.4,1028,1025.3,1011.9,1007.1,1025.5,1039.8,938.07,1013.3,1042.2,983.95,1027.9,983.15,1016.7,1031.5,1018.6,1039,1021.9,940.14,1014,1002.7,1046,1023.1,1040,1044.9,1030.5,1041.7,1017.9,1002.9,1026.6,1039.4,1010.9,1027.4,1026,1035.6,1046.2,940.02,1011.3,1026.5,1038.2,1040.4,1037.5,1010.3,1031.6,1041.4,986.34,944.9,1039.4,1046.3,1045.9,1046.5,1034.5,1036,1026.9,1042.2,1024.9,1031.4,1000,1028.5,984.63,1028,1018.9,1014.8,1023.8,1034.5,1035.7,1021.4,981.29,1045,996.44,1023,1024.4,988.5,1023.5,1038.6,996.07,1031.7,1027.4,1024.4,1017,1018.8,1018.4,1023.6,1037.9,1028,1032.8,1028.8,1031.3,1018.2,1015.8,1040.6,1015.4,1045.7,1036.3,981.87,1029.7,1000.7,1029.8,1001,1019.2,1021.7,997.85,1040.4,1033.7
