47,52,191,221,413,595,643,658,696,765,843,876,919,966,988,1047,1055,1186,1275,1443,1533,1614,1643,1645,1671,1720,1759,1837,1905,1974,2084,2280,2295,2390,2429,2440,2474,2486,2597,2655,2708,2720,2812,2882,2972,2973,3000,3099,3126,3197,3266,3338,3449,3508,3552,3553,3590,3593,3643,3658,3662,3767,3827,3828,3871,3873,3879,3923,3937,3990,4008,4010,4012,4109,4138,4228,4262,4343,4346,4381,4440,4543,4619,4655,4782,4998,5041,5065,5184,5201,5285,5322,5418,5448,5505,5530,5579,5618,5699,5839,5840,5932,5956,6366,6420,6561,6796,6908,6913,7005,7134,7166,7370,7429,7534,7618,7667,7679,7689,7775,7815,7948,7964,8043,8071,8136,8164,8172,8222,8250,8326,8332,8420,8453,8462,8464,8625,8625,8627,8693,8758,8853,8938,8957,9015,9032,9100,9104,9137,9194,9201,9205,9285,9332,9369,9407,9419,9420,9438,9457,9464,9555,9643,9681,9704,9774,9791,9859,9861,9861,9868,9879
1506.6,1513.2,1509.1,1507.9,1495.5,1513.1,1514.6,1506.9,1506.1,1511.9,1509.9,1481.4,1490.2,1510.9,1511.2,1502.5,1509.4,1514.5,1506.6,1508.1,1506.3,1507.3,1506.6,1512.2,1506.3,1514.1,1509.6,1510,1492.8,1503.9,1506.4,1504.9,1509.9,1510.1,1511.6,1503.3,1489.7,1489.5,1481.6,1506.4,1510.3,1506.8,1509.9,1505.8,1494.8,1489.8,1502.8,1509.6,1489.3,1509.1,1500.1,1507.5,1505.9,1500.8,1489.4,1513.1,1487.7,1506.9,1500.7,1510.6,1497.5,1500.8,1503.4,1493.6,1501.1,1505.3,1504,1502.3,1502.2,1510.3,1506.8,1509.1,1508,1482.3,1509.2,1506.6,1500.2,1506.5,1507,1481.5,1508.4,1490.6,1481.1,1508.3,1512.8,1491.6,1508.1,1493.7,1508.2,1505.9,1481.6,1509.9,1509.1,1502.2,1492.9,1506.2,1509.5,1506.7,1507.5,1513.1,1495.6,1505.9,1505.6,1509.2,1505.1,1506.1,1499.2,1499.8,1505.2,1492.4,1505,1501.7,1511.7,1496.7,1509.4,1503.3,1498.8,1514.3,1510.6,1499.4,1505.6,1511.1,1508.8,1507.8,1508.2,1507,1495.8,1481.2,1481.5,1506.3,1511.6,1505.2,1503.8,1509.9,1504.7,1500.3,1510.9,1506.4,1510.9,1513.3,1507.3,1481.7,1482.2,1505.5,1511.2,1499.7,1506.3,1505,1505.3,1509,1498.2,1506.8,1479.3,1501.5,1496,1514.3,1485.3,1510.3,1503.8,1507.7,1502.2,1510.4,1508.1,1506.6,1505.7,1507.7,1507.6,1508.4,1501.6,1507.2,1483,1494.9
1036,1045.1,1055.2,1036.9,1023.9,1042.1,1046.5,1036.3,1032.7,1047.5,1060.5,1021.1,1027.6,1045.4,1045.6,1016.9,1059.1,1045.4,1061.4,1055,1033.8,1055.3,1034.9,1040.3,1034.2,1045.3,1040.7,1050.5,1018.2,1061,1061.8,1031.6,1060.5,1050.1,1045.8,1058.2,1044.9,1020.3,1022.5,1031.3,1050,1036.5,1040.7,1061.6,1010.4,1034.7,1060.6,1042,1020.7,1030.4,1017,1038.3,1035.1,1059.1,1043.7,1043.8,1037.8,1035.5,1018.7,1039.5,1020.2,1017.9,1027.7,1040.9,1059.5,1033.1,1028.1,1058.1,1015.1,1045,1059.9,1053.4,1060.7,1034,1048.1,1036.3,1014.1,1060.2,1033.9,1024.3,1038.7,1039.7,1021.6,1038.8,1041.3,1026.2,1053.6,1018.8,1061.1,1034.2,1024.5,1048.7,1060.5,1056,1024.2,1034.5,1050.1,1054.4,1059.6,1044.1,1028,1035.7,1037.3,1060,1030.8,1033.9,1018.6,1018.8,1062,1017.9,1031.3,1057.6,1045.1,1013.5,1050.8,1056.3,1019.1,1045.8,1044.1,1016.3,1060.3,1048.9,1053,1036.2,1059.5,1035.2,1011.9,1022.7,1023.3,1034.9,1047.4,1030.5,1061.9,1050,1031.5,1020.9,1049.2,1061.9,1049.2,1043.6,1059.7,1023.4,1023.8,1060.1,1039.9,1017.1,1033,1030.1,1056.7,1053.7,1036.3,1038.2,1029.7,1059.5,1024,1044.8,1023.5,1049.2,1061.9,1040.4,1058.6,1061.5,1037.8,1033.3,1061.4,1059.7,1060.3,1060.3,1043.6,1036.4,1037,1023.3
