27,145,195,273,319,356,364,566,572,689,774,817,843,844,859,990,993,1029,1031,1212,1222,1266,1368,1416,1446,1528,1529,1614,1706,1724,1756,1848,1913,2171,2241,2279,2322,2345,2498,2549,2571,2610,2613,2666,2745,2787,2804,2945,2965,3009,3013,3027,3125,3135,3196,3315,3355,3359,3397,3444,3487,3489,3732,3808,3861,4032,4067,4067,4186,4268,4307,4358,4382,4393,4405,4455,4486,4494,4683,4704,4725,4785,4804,4829,4899,4929,4930,4944,4995,4998,5046,5053,5104,5139,5145,5208,5215,5231,5395,5430,5448,5452,5454,5583,5584,5592,5619,5652,5660,5664,5674,5692,5759,5760,5788,5808,6167,6247,6318,6384,6387,6393,6399,6499,6596,6805,6843,6856,6932,6932,6990,7026,7042,7094,7174,7198,7204,7205,7277,7409,7420,7444,7445,7466,7728,7774,7813,7819,7873,7929,7933,8017,8069,8203,8234,8251,8273,8279,8379,8391,8548,8569,8673,8755,8774,8830,8951,8962,8963,9016,9028,9030,9039,9080,9121,9124,9167,9196,9220,9300,9313,9389,9479,9481,9534,9683,9728,9730,9743,9868,9879,9891,9990,9998
1192.4,1199.4,1200.4,1191,1194.8,1199.6,1179.7,1180.6,1210,1198.2,1203.8,1208.1,1192.9,1193.8,1211.1,1188.5,1198.7,1177.6,1181.6,1206.1,1179.8,1206.5,1177.2,1176.7,1199.8,1212.1,1192.8,1182.1,1194.3,1194,1190.4,1180.7,1198.6,1174.9,1209.5,1207.4,1199.6,1194.8,1208.1,1189.8,1187.5,1190.5,1206.8,1191.9,1209.6,1194.2,1192.9,1183,1188.9,1202.5,1191.9,1193.3,1194.8,1193.5,1174.6,1204.3,1216.6,1183,1194.9,1181.9,1193.8,1192.1,1194.4,1205.6,1193.7,1183.4,1189.7,1198,1201,1186.6,1198.3,1203.7,1205.1,1193,1180.5,1200.6,1187.4,1201.8,1207.3,1196.5,1204.4,1186.1,1200.6,1195.3,1198.3,1193.8,1191.6,1205.9,1194.5,1201.2,1186.7,1201.3,1187.1,1196.2,1194.3,1201.8,1187.4,1185.1,1210.4,1196.2,1202.6,1205.5,1193.6,1216.9,1173.4,1196.4,1206.8,1183,1178.5,1201.3,1196.5,1208.7,1198.8,1206.7,1204.4,1200,1196.6,1194.5,1187.1,1199.4,1203.4,1210.5,1192.5,1200.4,1194,1203.6,1180.8,1180,1174.1,1198.7,1191.3,1192.1,1213.7,1180.4,1210.5,1197.4,1174.8,1203.8,1178.9,1192.3,1185.3,1201,1211.2,1206.2,1207.1,1214.7,1205.6,1197.7,1193.3,1190.6,1192.2,1190.1,1203.7,1192.1,1181.8,1191.3,1201.5,1209,1197.5,1208.4,1207.4,1175.4,1208.9,1199.3,1179.2,1193.5,1209.9,1196.4,1203.5,1184.8,1174.2,1203.2,1178.6,1197.8,1199.8,1194.5,1190.3,1197.6,1198.3,1202.1,1202.1,1189.5,1211.4,1186.5,1193.1,1202.6,1198.1,1196.4,1183.7,1198.5,1204.2,1181.5,1209.7,1188.2
660.27,654.49,657.74,636.52,656.41,643.73,630.63,649.35,651.28,667.28,675.97,673.24,638.87,641.4,651.54,637.44,668.57,631.7,630.98,673.23,631.42,673.61,631.94,631.71,661.1,652.07,685.71,674.01,684.62,640.66,629.65,649.59,681.25,654.15,650.73,674.04,662.13,641.6,673.64,633.99,632.22,631.86,673.12,660.74,673.2,666.84,667.63,673.89,635.02,677.44,679.68,639.35,641.37,667.23,653.98,668.07,667.69,630.53,655.37,672.02,671.05,684.45,655.21,672.26,640.08,665.3,658.19,668.08,646.89,637.09,680.55,675.8,673.35,645.63,629.2,645.7,636.54,675.8,659.38,654.61,675.38,630.83,677.61,682.81,663.68,682.59,636.16,672.92,682.69,647.22,633.8,676.91,630.69,661.02,655.11,646.65,631.43,631.82,671.5,661.28,675.93,672.18,665.63,665.54,653.04,655.22,672.65,630.8,664.39,645.11,668.48,672.26,680,672.88,670.51,649.01,664.47,664.72,634.57,660.42,660.5,651.06,638.83,677.84,665.45,675.52,630.11,630.12,652.63,643.51,632.01,638.41,669.92,652.35,671.57,667.32,650.65,667.44,629.54,666.49,632.68,656.29,651.41,673.31,657.14,669.64,672.13,653.68,654.35,636.7,684.5,633.11,675.28,684.47,673.2,674.31,676.74,656.33,660.86,650,672.78,651.11,649.79,660.38,630.04,666.43,671.71,673.33,675.92,634.34,652.26,676.05,657.12,667.04,660.45,673.04,636.88,662.32,663.94,676.35,675.7,635.95,651.63,633.43,654.76,676.23,653.62,676.68,657.61,654.14,658.17,630.02,671.99,633.77
