77,154,357,441,520,568,595,638,689,753,808,944,979,1006,1121,1241,1322,1382,1384,1398,1409,1541,1580,1586,1637,1901,1948,2054,2193,2196,2305,2374,2395,2424,2429,2608,2691,2817,2824,2862,2882,2950,3011,3090,3191,3338,3377,3461,3582,3590,3590,3607,3643,3671,3696,3806,3855,3978,4231,4279,4331,4343,4376,4394,4503,4522,4522,4557,4590,4600,4621,4637,4670,4671,4730,4773,4788,4854,4901,4929,4994,4995,5027,5030,5031,5152,5222,5259,5274,5366,5378,5404,5503,5527,5773,5788,5790,5990,6309,6509,6684,6708,6760,6762,6852,6853,6885,6990,7014,7142,7145,7166,7189,7212,7294,7296,7405,7439,7443,7464,7536,7610,7647,7664,7730,7789,7789,7886,7929,7933,7950,8062,8076,8134,8167,8214,8282,8331,8382,8444,8699,8714,8727,8737,9131,9200,9227,9372,9397,9404,9412,9421,9452,9473,9535,9538,9570,9692,9756,9764,9846,9849,9879,9925
1250.2,1269.2,1256.5,1249.5,1253.9,1258,1250.4,1256.3,1244,1270.4,1237.9,1255.4,1256.1,1244.6,1271.9,1258.8,1246.2,1274.1,1245.4,1261.4,1272.5,1249.5,1260,1244.2,1253.6,1271.9,1254.8,1256.1,1241.1,1269.4,1261.3,1289.7,1253.1,1275.9,1260.8,1245.7,1288.6,1232.4,1265.1,1277,1232.9,1243.6,1250.2,1256.9,1283,1269.6,1262.5,1281.9,1271.4,1265.4,1254.4,1258.8,1267.7,1237.5,1288.3,1273.9,1279.5,1254.6,1246.7,1254.1,1268.4,1274.3,1259.1,1284.2,1249,1252,1246.3,1254.6,1288.2,1288.5,1281.8,1249.1,1264.8,1267.9,1263.2,1236.6,1262.4,1240.5,1266.4,1292.3,1279.6,1264,1250.4,1245.9,1256.7,1250.7,1254.5,1275.3,1291.9,1240.8,1248.8,1236.1,1246.7,1265.9,1274.5,1288.7,1247.8,1255.9,1292.4,1248,1286.5,1246.3,1247.7,1245.5,1268,1276.6,1233,1265.7,1261.3,1268.2,1278.2,1277.3,1241.1,1290.4,1269.4,1261.6,1235.2,1255.6,1251,1279,1273.7,1260.5,1263.2,1249,1242.7,1255.2,1256.2,1248,1251.4,1235.7,1284.2,1260.2,1260.5,1267.2,1271.9,1267.5,1267.7,1234.1,1269.4,1293.1,1274.7,1293.8,1262.9,1240.2,1241,1275.1,1262.9,1283.8,1259.8,1285.2,1273.5,1250.7,1270.2,1246,1246.4,1255.3,1233.1,1258.2,1274.8,1280.3,1285.6,1259,1261.3,1247.3
557.03,569.42,575.39,555.55,559.26,559.56,559.07,575.55,562.85,557.54,561.68,574.97,575,565.92,557.01,584,566.25,557.09,557.23,555.62,559.73,574.43,553.1,557.8,560.03,558.55,575.26,555.11,559.5,569.55,567.67,566.78,559.54,559.17,554.85,556.65,568.18,565.07,555.98,560.29,563.78,557.23,563.65,567.93,577.43,569.15,555.15,561.33,557.34,567.09,554.21,571.29,556.28,567.15,566.91,567.6,560.14,575.57,563.94,579.82,555.01,557.94,571.28,564.47,564.9,560.09,560.68,575.14,584.72,584.39,562.55,587.47,552.74,555.08,552.69,561.02,552.62,561.62,564.87,570.35,567.32,554.62,561.26,586.61,575.05,560.85,560.62,558.73,576.16,562.66,559.61,560.98,564.4,568.59,558.27,568.13,558.14,574.25,576.33,555.65,566.97,587.34,562.74,586.31,568.59,559.62,563.9,564.01,554.86,568.75,559.39,559.1,561.52,567.89,555.49,553.15,567.19,574.25,559.82,560.39,559.18,571.45,570.48,560.77,569.79,573.56,588.51,561.44,561.26,566.55,565.63,554.77,554.36,566.58,565.49,555.2,566.45,567.36,556.39,575.8,557.97,570.89,554.85,561.57,566.06,557.09,554.43,575.6,552.62,575.19,557.85,561.26,555.85,587.4,561.79,574.12,564.5,583.35,558.7,559.95,566.23,574.09,563.78,584.85
