78,110,135,222,381,476,514,561,619,621,639,697,752,763,826,860,861,970,1047,1125,1210,1228,1322,1364,1577,1606,1639,1659,1671,1810,1985,2010,2202,2253,2282,2366,2391,2508,2528,2576,2707,2712,2716,2825,2833,3018,3062,3065,3136,3156,3157,3336,3338,3373,3421,3422,3423,3436,3437,3536,3548,3587,3616,3665,3719,3755,3828,3856,4008,4039,4081,4087,4109,4109,4128,4249,4345,4349,4362,4464,4467,4505,4509,4562,4573,4614,4623,4631,4637,4662,4713,4744,4777,4788,4857,4866,4892,4929,4929,4929,4929,4977,5339,5471,5505,5598,5618,5626,5653,5701,5751,5851,5877,6143,6562,6673,6674,6711,6845,6878,6899,7002,7071,7175,7200,7209,7219,7221,7221,7338,7370,7448,7483,7485,7719,7815,7826,7902,7929,7982,8068,8070,8080,8088,8213,8270,8282,8319,8329,8343,8384,8406,8409,8442,8449,8610,8755,8768,8795,8813,8895,8904,9152,9219,9377,9420,9475,9533,9744,9772,9786
540.24,536.49,529.78,528.74,513.94,526.73,527.07,542.31,535.5,539.62,526.63,529.51,540.13,515.89,528.27,541.49,539.28,543.18,503.5,541.92,531.34,505.41,507.35,505.98,539.05,537.9,528.79,527.27,525.53,532.01,539.16,530.02,524.48,539.53,527.97,528.66,544.12,505.44,527.23,528.96,526.14,519.28,531.76,500.41,539.55,526.96,523.55,539.99,531.97,503.95,506.85,517.04,508.7,508.98,539.1,526.61,532.78,526.95,501.61,545.24,526.63,530.11,537.57,508.4,515.76,506.03,505.78,539.87,528.21,502.33,540.72,529.82,500.39,512.79,517.94,536.15,523.11,512.88,507.06,527.46,517.5,505.11,535.94,527.65,535.15,532.13,506.77,540.39,539.25,528.44,510.51,530.06,536.81,545.01,527.26,501.83,514.65,505.41,536.11,525.83,521.51,545.42,527.77,525.47,539.44,527.38,535.12,543.46,532.38,539.65,526.34,542.72,520.59,548.5,543.57,539.31,540.8,538.77,543.8,535.53,536.92,513.6,528.58,533.61,505.1,506.46,525.76,509.72,529.1,534.67,529.45,504.65,542.17,501.82,510.99,541.86,537.85,529.87,527.38,504.73,517.81,503.42,531.82,508.04,525.43,529.77,515.05,539.11,514.99,530.91,533.88,502.99,528.59,550.34,536.63,518.2,538.2,507.04,538.2,527.82,538.37,530.73,502.78,537.99,536.95,516.08,504.23,526.17,536.04,516.58,504.48
1007.2,1002.8,1001.6,1026,1029.8,1034.9,1028.3,1010.3,1003.4,1008.8,996.66,1003.2,1007.6,1012.9,1034.5,1008.6,1016.6,1009.1,1026,1008.2,997.24,1023.2,1026.3,1025,1009.1,1010.1,1026,1026.6,1027.4,1001.1,1003.2,1000.4,1035.3,1011.7,995.02,996.54,1008.2,1024.4,997.44,1026.6,1035,1031.1,999.49,1022.2,1003.9,1010.9,1035.9,1009.8,1019.7,1026.3,1015.5,1035.4,1030.3,1025.3,1008.3,1033.6,998.57,1034.7,1023.1,1031.9,995.82,996.85,1007.9,1013.8,1023.5,1026.2,1013.5,1010.8,997.29,1024.1,1005,1033,1018.1,1019.4,1009,1022.1,998.78,1011.4,1024.9,1025.8,1012.4,1025.1,1000.9,995.66,1008.7,998.43,1025.5,1006,1006.6,995.54,1015.6,1001.2,1005.6,1010.5,1030.2,1022.9,1012.3,1023.8,1004.1,1035,1035.5,1031.3,1026.2,1027,1007.5,1025.6,1008.4,1007.7,999.87,1010,1026.1,1009.6,1008.5,1031.1,1007.3,1008.1,1009.2,1009.2,1009.6,1003.5,1004.1,1020.2,999.82,1000.1,1025.4,1019.7,996.72,1015.8,1001.9,1000.7,996.32,1022.7,1007.6,1024.5,1007.2,1009,1003.6,1010.8,1034.1,1024.7,1014,1023.9,999.14,1016.3,994.92,995.71,1012.6,1007.2,1012.3,1001.1,1001.4,1023.6,1000.3,1028.9,1002.6,1007.6,1020.2,1024.8,1007.1,996.4,1001.9,1022.5,1023.7,1005.2,1002.4,1023.4,1025.5,1005.3,1002.5,1023,1022.8
