21,50,94,335,431,435,489,708,820,900,903,977,1156,1179,1183,1240,1262,1313,1762,1839,1844,1879,1973,2090,2090,2132,2153,2190,2353,2363,2378,2419,2728,2957,2980,3062,3077,3199,3202,3210,3240,3299,3317,3321,3386,3400,3422,3424,3472,3477,3592,3613,3646,3692,3692,3765,3806,3899,4016,4293,4434,4605,4614,4631,4777,4845,4896,4929,4988,4994,5169,5170,5464,5465,5509,5560,5560,5594,5618,5709,5809,5862,5908,5909,5945,5966,5989,6455,6661,6707,6749,6845,6847,6861,6861,6890,6899,6905,7085,7104,7107,7172,7244,7273,7794,7924,8080,8128,8185,8193,8205,8211,8293,8566,8608,9017,9200,9381,9388,9570,9571,9691,9739,9773,9824,9833
1123.3,1145.8,1146.1,1144.6,1145.3,1144.2,1103.5,1148.8,1118.3,1146.2,1104.2,1100.1,1137.4,1141.4,1145.4,1122.3,1102.2,1148.7,1106.3,1147.1,1130.9,1122.2,1126,1117.1,1107.9,1124,1125.9,1128.4,1118.5,1137,1105.8,1122.3,1143.3,1103.6,1142.5,1142.6,1101.8,1146.5,1099.2,1144.2,1132.9,1124.3,1137.2,1146.6,1140.5,1124.4,1127.8,1142.6,1104.5,1121.4,1140.4,1141.9,1123,1152,1130.2,1150.4,1127,1104.2,1149.2,1100.2,1122.5,1102.5,1146.1,1144.9,1138.3,1137.6,1145.6,1146.7,1104.8,1144.6,1104.1,1125.5,1124.3,1122.2,1116.5,1142,1145,1127.5,1125.8,1143.5,1122.6,1106.4,1151.8,1143.4,1126.9,1122.7,1127.4,1144.9,1144.7,1145.6,1145.1,1142.8,1146.3,1103.1,1125.3,1147.6,1149.7,1148,1144.8,1145.6,1144.4,1102.4,1123.7,1124.9,1124.3,1141.6,1102.7,1124.1,1126.7,1148.7,1123.3,1126.8,1143,1144.2,1126.1,1103.3,1122.5,1125.7,1136.3,1123.1,1126.8,1082.2,1126.7,1126.7,1126.7,1144.6
932.91,910.02,956.81,913.08,955.37,910.78,940.25,951.54,931.9,911.06,943.75,942.91,908.09,907.5,957.04,930.46,943.25,926.14,945.78,912.93,938.18,931.25,931.55,933.73,974.3,931.96,930.81,932.19,932.98,909.03,946.01,932.86,912.75,944.63,907,913.84,943.89,912.24,943.5,957.3,926.76,931.21,907.74,955.26,907.17,974.47,973.93,911.28,969.5,930.84,954.5,913.21,929.95,937.98,969.08,948.12,930.91,942.29,914.26,942.76,932.93,941.73,911.17,953.12,954.84,908.47,954.69,953.58,971.98,909.33,971.62,931.01,939.52,931.7,933.09,907.23,910.73,972.34,931.23,907.04,930.36,944.13,937.77,912.2,930.97,931.09,974.28,957.24,910.33,912.75,959.28,907.37,955.08,971.43,931.43,955.22,950.89,952.4,908.91,956.1,956.77,942.65,930.46,930.54,930.07,956.16,973.5,929.44,974.29,919.35,931.03,930.72,907.36,911.16,930.92,942.86,931.53,930.91,954.07,929.83,974.39,954.84,927.06,931.15,928.15,912.18
