23,129,174,273,324,451,477,788,1187,1266,1416,1453,1480,1485,1675,1748,1808,1905,1921,2135,2517,2810,2831,3079,3384,3406,3467,3513,3541,3571,3593,3670,3856,3882,3946,4004,4079,4080,4176,4208,4278,4500,4522,4546,4952,5138,5337,5682,5905,6024,6123,6305,6307,6516,6675,6691,6912,7004,7057,7130,7171,7185,7222,7457,7559,7561,7725,7803,8094,8225,8270,8436,8492,8557,8691,8764,8853,8938,8998,9124,9262,9448,9453,9509,9678,9686,9751,9754,9938
893.58,903.42,924.27,924.4,894.52,920.24,931.36,921.04,921.7,895.91,931.24,928.97,921.23,920.88,922.75,895.83,892.54,925.45,903.35,921.07,893.89,898.51,919.32,896.61,921.73,886.32,889.66,894.12,931.41,931.52,896.52,932.6,902.1,921.73,890,889.34,894.28,927.4,922.5,921.86,893.72,927.66,927.29,927.81,932.25,897.6,896.2,926.57,893.86,896.37,920.29,931.51,931.88,921.31,931.47,917.75,933.4,926.68,932.67,926.39,899.9,923.47,925.06,891.3,921.76,897.4,920.83,931.36,927.3,903.05,896.67,896.33,924.07,890.57,894.93,919.02,901.28,921.38,925,905.1,923.73,931.96,897.03,917.12,891.84,925.88,918.5,900.57,927.21
1228.6,1232,1227.3,1233.6,1228.2,1219.9,1240.9,1220,1219.7,1226.3,1232.8,1235.6,1226.3,1217.6,1222.5,1228.1,1228.7,1234.7,1232.1,1226.9,1228.4,1227.6,1219,1226.4,1225.3,1229.3,1244.1,1226.1,1241.1,1240.6,1226.8,1237.8,1221.5,1220.4,1228.6,1244.2,1226.9,1234.3,1221.8,1225.6,1227.5,1234,1223.8,1233.9,1237.4,1241.5,1227.1,1224,1227.3,1227.2,1224,1239.6,1241.5,1225.5,1240.5,1219.4,1236,1234.3,1236.8,1234.9,1228,1224.4,1226.8,1228.1,1223.3,1227.7,1217.7,1241.6,1225.8,1241.4,1227.3,1227.4,1223.3,1228.9,1227.1,1219.2,1241.9,1218.8,1223.4,1230.8,1223.4,1240,1227.5,1219.3,1228.3,1224,1219.9,1241.4,1235.1
