84,205,209,436,692,717,918,957,1186,1213,1235,1398,1479,1596,1862,2072,2571,2602,2735,2738,2745,2847,2920,3305,3367,3438,3498,3590,3698,3725,3772,3772,3772,3799,3819,3947,3988,4134,4140,4215,4219,4281,4388,4403,4500,4528,4545,4582,4754,4822,4869,4888,5092,5121,5124,5166,5200,5219,5233,5377,5443,5448,5486,5581,5790,6172,6764,6857,7043,7222,7309,7370,7428,7552,7711,7725,7857,7888,7926,7950,7957,7991,8070,8094,8116,8148,8224,8286,8408,8753,8809,8943,9066,9543,9692,9717,9902,9933,9948,9959
1588.5,1580,1620.4,1606,1617.2,1603.1,1584.4,1584.7,1586.4,1572,1580.9,1583.4,1590.2,1618.3,1587.6,1580.6,1600.7,1600.4,1580.3,1584.1,1617.3,1618.9,1586.8,1623.4,1580.1,1601.1,1624.1,1596.9,1610.6,1588.7,1619.3,1615.3,1622,1623.5,1621.9,1623,1596.2,1617.8,1617.4,1584.4,1609.2,1619.3,1583.3,1605.6,1584.2,1617.3,1589.8,1619.7,1618.7,1589.3,1602.3,1601.6,1583.8,1612.2,1574.2,1613.5,1588.8,1581.5,1613.5,1596.2,1618.4,1591.7,1586.6,1604.4,1609.1,1588.4,1585.8,1603.7,1600.7,1616.8,1623.5,1622.1,1605.7,1614.6,1609.5,1606.9,1579.9,1572.2,1606.1,1617.2,1589,1600.5,1580,1617.6,1581.4,1587.9,1579.5,1604.6,1590.6,1572.6,1580.6,1579.8,1597.1,1601.5,1582.8,1616.7,1606.7,1604.8,1587.9,1609.7
991.17,978.61,978.78,979.2,973.13,963.16,990.66,990.89,988.84,962.44,978.97,987.51,990.85,988.72,980.81,960.66,973.39,989.49,979.23,983.73,972.64,988.58,987.39,978.74,978.76,970.26,985.8,990.21,984.05,990.24,975.23,983.47,984.82,974.99,976.31,986.01,989.7,982.3,988.83,979.46,983.21,975.12,980.5,959.33,979.24,989.04,982.1,978.16,987,991.58,962.08,988.25,989.82,988.12,964.97,972.03,987.77,965.89,988.26,960.35,988.03,991.49,977.68,961.51,984.06,982.28,980.46,962.5,978.47,972.68,984.41,988.6,988.22,989.28,963.25,987.9,976.64,962.31,988.29,988.07,991.16,962.26,976.67,987.72,979.64,991.47,977.77,959.32,983.39,961.4,979.65,977.7,960.16,973.7,979.55,972.5,988.2,961.34,980.86,985.15
