124,219,355,488,497,497,641,945,995,1218,1290,1345,1568,1600,2021,2097,2097,2113,2122,2143,2222,2484,2647,2649,2909,3046,3085,3395,3623,3688,3742,3778,3789,3797,3824,3927,3943,4124,4222,4254,4357,4374,4444,4512,4512,4570,4595,4652,4700,4713,4724,4774,4870,4896,4936,5014,5150,5219,5325,5388,5480,5625,5625,5625,5689,5858,5869,6334,6760,6760,6784,7236,7399,7444,7459,7720,7834,7889,7951,8059,8118,8215,8215,8314,8314,8553,8591,8982,9225,9271,9403,9404,9704,9704,9728,9857,9904
1363.4,1363.1,1347.7,1296.4,1302.6,1297.8,1356.6,1302.6,1350.1,1296.7,1316.2,1357.8,1310.6,1323.3,1363.3,1303.8,1364.1,1348.3,1364.3,1358.8,1352.2,1351,1306.5,1330.5,1298.9,1358.6,1362.9,1300.3,1346.3,1357.5,1346,1293.4,1349.3,1357.5,1302.5,1352,1354.9,1362.2,1353.2,1361.9,1344.6,1362.4,1362.3,1331.7,1322.3,1362.5,1301.7,1345.3,1362.6,1359.3,1355.6,1361.7,1344.3,1362.4,1295.1,1339.9,1352.1,1361.2,1351.1,1314.2,1320.4,1297.8,1360.1,1307,1361.8,1336,1297.4,1357.6,1362.3,1362.6,1359.7,1362.9,1346.4,1338.3,1362,1342.8,1347.4,1346.9,1298.3,1295,1351.3,1346.2,1347.3,1362.1,1361.3,1363.1,1356.4,1299.7,1294.8,1351,1363.2,1349.1,1321.3,1359.7,1359.4,1355.3,1363
1552.3,1553.3,1520.9,1552.2,1566.5,1556.2,1528.1,1557.3,1526,1562.6,1560.7,1528.3,1560.6,1560.2,1553.1,1558.4,1542.8,1519.8,1552.4,1527.9,1542.3,1516.8,1565,1536.8,1561,1528.2,1540.6,1560.9,1557.4,1527,1521.7,1551.6,1529.9,1527.9,1556.7,1522,1532.3,1540.9,1526.3,1552.7,1522.9,1540.6,1552.5,1524.3,1559.6,1552.3,1565.2,1559.6,1552,1532.7,1528.1,1540.1,1559.9,1552.5,1550.9,1561.9,1532,1552.6,1541.6,1560.4,1561.3,1569.9,1533.6,1562,1535.2,1561,1560.5,1528.6,1541.1,1553.7,1532.5,1552.8,1523,1512.2,1540.7,1519.8,1534.3,1520.6,1570.6,1556.2,1561.4,1523.4,1520.5,1553,1540.5,1552.5,1553.3,1556.7,1555.7,1542.2,1551.9,1533.8,1560.6,1546.1,1546.2,1558.5,1552.1
