41,211,399,437,511,563,573,608,628,662,671,765,892,895,988,1086,1232,1316,1320,1322,1409,1626,1635,1681,1687,1688,1725,1773,1921,1929,2011,2072,2097,2142,2143,2185,2187,2259,2342,2390,2441,2484,2600,2609,2661,2672,2782,2790,2868,2885,2903,3004,3017,3018,3054,3067,3156,3168,3288,3339,3373,3400,3421,3487,3503,3508,3575,3616,3648,3648,3653,3662,3662,3673,3701,3702,3705,3774,3784,3824,3828,3852,3867,3876,3915,3915,3924,3938,3978,4021,4023,4161,4187,4291,4325,4380,4381,4436,4470,4514,4633,4691,4768,4824,4853,5001,5079,5097,5152,5178,5189,5679,5802,5818,5867,5892,5905,6193,6369,6370,6660,6672,6675,6751,6840,6904,6906,6930,6990,7052,7064,7099,7106,7181,7207,7237,7291,7304,7348,7384,7387,7453,7455,7459,7465,7541,7551,7628,7651,7774,7994,8101,8117,8140,8168,8173,8218,8222,8233,8236,8286,8568,8706,8731,8788,8941,8975,8984,9064,9129,9145,9177,9236,9260,9278,9341,9422,9473,9533,9537,9706,9764,9771,9825,9863,9890,9902,9903,9919,9945
426.13,398.09,394.31,415.16,428.52,412.71,388.03,405.58,397.21,391.58,408.98,426.46,423.17,389.47,426.04,387.36,415.02,409.67,401.18,396.15,386.34,410.01,403.68,405.38,408.57,392.62,430.6,405.72,392.39,385.87,387.53,395.64,416.75,400.64,386.99,405.29,408.12,427.31,425.41,427.75,429.04,412.27,388.95,394.32,412.92,388.26,391.53,403.32,387.51,395.61,407.77,407.2,396.74,391.46,427.13,397.33,403.75,397.5,389.25,405.02,390.97,387.01,410.35,402.39,407.46,396.74,414.69,406.4,406.21,398.93,407.8,387.39,385.98,386.98,396.43,407.71,386.69,407.33,387.27,388.58,401.38,408.96,424.31,423.71,410.79,407.54,393.66,425.65,424.22,426.74,388.57,386.69,426.18,407.28,398.06,391.88,406.45,387.45,417.92,387.26,422.25,389.97,406.96,400.37,405.42,412.59,407.62,396.58,406,406.33,389.68,391.19,394.8,388.14,426.01,396.73,415.01,385.46,388.02,385.23,417.2,400.8,411.45,425.46,390.62,407.57,424.7,399.41,395.08,427.19,421.18,386.81,406.78,391.42,386.16,421.88,414.01,386.72,405.82,420.66,417.08,398.02,393.96,423.82,397.76,421.27,395.8,412.3,396.21,387.42,415.84,385.44,410.71,387.87,391.31,411.13,406.61,423.49,396.14,392,393.86,420.42,405.61,386.74,427.05,402.45,407,428.09,416.49,426.28,388.5,400.17,397.71,429.13,396.66,425.4,388.01,424.26,414.14,385.5,420.25,402.59,422.58,407.23,399.59,412.14,394.29,391.61,425.7,424.37
1057.6,1060.9,1055.8,1047.1,1059.6,1036.3,1055.4,1067.6,1061.2,1059.1,1037.1,1059.3,1053.7,1052.8,1055.3,1050.9,1057.8,1038.6,1063.3,1058.3,1055.7,1070.3,1067.1,1068.6,1071.1,1058.2,1060.2,1067.6,1059.7,1052.6,1052.6,1061.9,1076.3,1060.7,1035.8,1017.8,1016.6,1055.4,1057.6,1057.9,1059.7,1071.9,1052.4,1057.4,1034.8,1028.5,1059.9,1066.7,1029.1,1061,1025.6,1032.5,1060.2,1056.8,1056.6,1060.1,1067.1,1060.8,1052.5,1067.6,1050.3,1054.1,1033.1,1065.9,1035,1060.2,1074.3,1065.7,1068.2,1059.8,1038.1,1044.5,1051.2,1048.4,1058.7,1036.5,1044.6,1050.1,1053.7,1057.2,1023.9,1016.6,1055,1052.6,1016.6,1050,1055,1057.4,1055.7,1058.9,1057.9,1051.1,1056.8,1034.6,1055.9,1053.5,1016.6,1055.7,1074.4,1052,1051.3,1049.7,1070.2,1066.8,1068.1,1057.3,1036.2,1059,1069.5,1070.3,1055.4,1053.6,1055.1,1052.2,1057,1061,1069,1052.3,1056.1,1052.2,1076.5,1064.7,1057.2,1057.3,1057.2,1016.8,1055.2,1063.6,1061.1,1058.7,1049.2,1052.7,1034.4,1057.8,1052.4,1054.3,1047.1,1055.6,1070.1,1048.7,1075,1049.4,1061.3,1055.6,1063.2,1051.3,1060.8,1018.9,1059.7,1053.5,1075.2,1057,1018,1052.4,1054.1,1017.8,1015.9,1054.5,1060.1,1056.4,1061.2,1047.9,1065.5,1052.7,1059,1067,1069.6,1059.7,1074.7,1057.5,1054.7,1060.6,1056.7,1059,1060.6,1057.6,1055.1,1055.1,1046.7,1054.5,1049.5,1066.9,1054.5,1035,1065.2,1034.4,1061.2,1054.2,1059.4,1055.1
