175,195,420,436,493,560,571,602,722,938,1010,1122,1179,1193,1316,1427,1604,1610,1622,1676,1810,1861,1906,2026,2054,2099,2101,2167,2190,2248,2338,2356,2376,2424,2502,2554,2597,2657,2765,2825,3025,3068,3114,3116,3278,3309,3339,3341,3358,3407,3418,3426,3434,3446,3485,3560,3599,3623,3705,3768,3785,3807,3847,3852,3892,3947,4067,4067,4111,4118,4132,4162,4165,4183,4207,4222,4248,4259,4286,4290,4370,4391,4423,4430,4435,4496,4603,4631,4711,4819,4891,4892,4902,4908,4929,4929,4949,4960,4962,5145,5200,5226,5230,5279,5395,5425,5436,5628,5862,6086,6097,6156,6249,6378,6712,6773,6827,6839,6880,6945,7007,7035,7069,7109,7222,7223,7234,7248,7280,7346,7465,7658,7671,7786,7884,7888,7904,8006,8033,8096,8145,8169,8218,8225,8225,8225,8241,8335,8375,8410,8594,8623,8663,8713,8721,8753,8770,8771,8776,8820,8853,8884,8997,8998,9075,9099,9113,9134,9174,9208,9294,9332,9337,9491,9496,9503,9574,9598,9643,9677,9680,9686,9828,9876,9926
787.12,758.29,764.83,798.34,764.49,805.38,762.24,791.03,780.51,796.3,776.24,779.53,799.37,762.16,787.64,758.18,775.2,757.8,772.84,763.2,796.26,772.12,764.53,767.09,801.06,785.08,797.11,793,756.8,777.24,784.85,775.95,800.82,766.06,798.17,798.76,784.17,765.56,770.02,782.03,764.45,777.76,758.45,765.9,772.95,762.62,793.49,796.19,757.32,772.7,805.95,794.44,764.74,805.69,797.19,781.3,756.05,788.41,795.57,791.34,761.53,756.86,757.23,806.06,763.88,787.52,806.56,766.39,795.46,801.44,785.92,757.67,788.23,758.18,796.15,790.23,802.15,771.42,770.85,777.67,759.41,770.15,795.91,762.27,756.3,774.14,784.18,764.17,751.78,790.26,793.52,771.67,769.55,800.06,776.6,798.93,781.63,776.6,782.23,770.32,775.56,757.57,759.56,792.65,797.79,770.64,797.44,799.83,795.09,789.97,773.26,789.37,806.55,801.81,808.25,794.55,788.71,765.73,789.21,794.54,795.51,771.96,776.66,806,757.34,795.21,805.15,764.87,761.4,795.82,780.11,802.56,761.53,800.09,787.96,768.65,805.8,773.36,790.25,776.69,774.55,780.76,764.74,789.87,778.26,766.3,795.97,774.88,761.61,773.83,786.11,784.89,757.55,788.41,795.98,760.68,796.8,773.14,778.46,800.97,774.72,807.61,805.73,774.55,779.21,791.68,765.36,770.52,787.77,785.29,791.38,793.78,794.84,805.03,788.88,796.21,787.23,791.1,756.27,776.6,763.59,763.61,774.41,774.24,795.1
1125.5,1127.8,1144.3,1148,1156.2,1131.9,1129.7,1121.6,1146.4,1156.8,1165.7,1118.5,1146.9,1129.7,1140.4,1127.8,1114,1115.3,1146,1113.9,1156,1137.5,1144.1,1168.9,1145.5,1117.8,1151.2,1150.7,1126.6,1156.1,1117.7,1167.5,1126,1131.1,1150.7,1151.2,1128.6,1112.9,1160.8,1117.2,1113.4,1146.4,1114.8,1130.4,1118.6,1129.9,1148.9,1156.3,1127.4,1112.7,1140.7,1157.7,1156.5,1129.8,1152.1,1128.9,1126.6,1164.8,1157.5,1148.5,1128.8,1114.6,1126.7,1131.9,1128.5,1166.9,1133.9,1143.3,1133.5,1144.8,1139.6,1113.9,1166.2,1115,1150.2,1163.9,1145.6,1118.4,1136.6,1144.9,1127.9,1160.2,1153.6,1113.3,1126.1,1151.1,1121.2,1128.5,1166.8,1121.4,1159.7,1131,1161.5,1145.2,1144.4,1125.5,1136.1,1155.4,1127.8,1171.2,1118.8,1171.6,1129,1135,1146.6,1160.1,1152.1,1149.6,1158.1,1162.7,1163.5,1164.2,1137.1,1148.5,1138.7,1158.6,1166.2,1140.6,1164.8,1158.9,1149,1112.5,1156.3,1133.7,1114,1157.8,1132.2,1113,1128.9,1156.6,1128,1146.7,1129.5,1148.7,1139.2,1160.7,1133.4,1164,1163.9,1156.1,1164.1,1164.5,1130,1128.1,1157.9,1143.2,1150.3,1165.6,1129.6,1165,1139.9,1117.1,1125.8,1127.6,1151.2,1129.1,1154.7,1151.1,1157.4,1149.1,1164.9,1131.2,1132.3,1165.3,1130.6,1162.2,1122.8,1137.1,1167.8,1153.7,1163,1159.7,1150.9,1131.8,1165.6,1156.2,1132.1,1163.5,1125.8,1119.6,1112.7,1129.9,1165.6,1151.2,1150.1
