50,244,254,454,493,571,690,874,1551,1843,1910,1973,2054,2060,2134,2173,2261,2296,2550,2686,2698,2746,2866,3214,3221,3305,3379,3406,3499,3505,3525,3542,3653,3657,3794,3806,3814,3881,4023,4061,4072,4168,4186,4465,4616,4667,4834,4892,4902,4929,4992,5200,5220,5318,5427,5472,5533,5544,5610,5682,5939,6011,6287,6754,6799,6841,6844,6864,6878,7260,7264,7352,7385,7604,7621,7734,7832,7866,7877,8013,8067,8339,8457,8537,8706,8712,8719,8780,8808,8892,8912,9095,9111,9126,9136,9167,9281,9297,9359,9420,9456,9595,9702,9708,9740,9778,9833,9882
1163.8,1167.4,1167.5,1175.7,1135.3,1157.9,1158.3,1184.6,1168.8,1135.3,1165.1,1165.3,1134.4,1184.7,1167.3,1184.5,1170.7,1156.7,1184.1,1175,1169,1184.6,1164.9,1174.2,1167.1,1144.3,1162.5,1163.4,1165.2,1163.2,1182.4,1164.8,1151.7,1183.3,1171.3,1167.7,1157.2,1183.1,1166,1155.7,1177.5,1171.5,1167.7,1164.4,1160.6,1182.8,1157.9,1137.9,1167.9,1177.4,1164.6,1168.8,1163.7,1168.7,1167.4,1157,1163.9,1166.1,1172,1163.2,1174.4,1164,1165,1183.2,1164.7,1166.7,1172.8,1164.5,1167.1,1182.8,1170.1,1182.9,1151.5,1163.2,1164.6,1172.4,1168,1164.3,1163.4,1169.7,1163.9,1167.1,1164.1,1156.7,1160.5,1167.2,1164,1163.6,1155.6,1167.1,1163.5,1173.2,1169.3,1165,1164.2,1166.1,1166.6,1182.6,1163.5,1165.2,1182.4,1163.9,1164.6,1153.9,1174.8,1173.6,1183.5,1174.9
781.02,786.53,785.44,794.55,789.91,793.55,793.79,815.83,787.21,790.15,782.16,774.96,792.49,817.22,784,816.64,788.93,774.03,817.04,793.72,790.51,815.78,783.34,793.16,783.55,816.13,783.92,772.11,775.15,778.15,814.8,776.13,802.94,813.77,790,788.34,792.46,817.75,805.71,792.01,796.66,787.73,785.5,773.03,814.29,816.74,788,794.67,785.45,796.2,777.69,787.57,763.28,788.57,786.65,795.73,783.74,783.55,789.36,770.69,799.18,772.05,779.8,816.73,775.6,785.63,791.53,776.87,786.28,817.82,788.3,814.68,787.69,799.34,805.28,790.91,786.15,778.63,781.6,787.42,778.24,785.65,778.35,791.8,778.42,783.7,781.5,772.61,791.36,783.52,773.03,791.4,788.52,777.47,782.88,784.93,784.78,805.84,773.28,782.57,818.07,779.96,772.19,791.22,799.45,792.41,816.29,799.43
