40,273,353,945,1059,1209,1610,2006,2157,2719,2832,2833,3344,3453,3809,3813,3849,3906,3991,4121,4140,4240,4279,4496,4619,4994,5021,5094,5178,5225,5225,5257,5519,5524,5551,5560,5600,5660,5695,5717,6512,6674,6867,7046,7725,7789,8134,8167,8215,8274,8275,8284,8722,8957,9276,9361,9365,9898
1021.2,985.54,1003.4,966.86,985.7,967.55,1000.4,985.65,984.12,966.74,995.07,1009.7,1016.5,1003.2,1022.3,999.44,1001.7,1008.3,1018.9,1005.2,1003.5,999.14,1003.5,1021.8,1003.7,992.61,1009.2,978.29,1017.6,983.34,1003.3,991.64,1017.8,1014.6,1019.6,1010.9,1002.5,1021.3,1003.6,1018.2,1018.1,1018.7,1003.7,1024.4,985.38,1016,1003.2,983.1,997.27,979.5,972.94,986.84,1002.1,979.73,1004.4,999.36,971.64,1009.2
1268.8,1280.5,1266.8,1264.3,1273.9,1266.2,1290.4,1275.9,1267.9,1264.9,1281.3,1278.3,1288.7,1288.4,1275.5,1290.1,1289.2,1291.4,1268.9,1287.7,1277,1276.2,1288.7,1275.5,1265.4,1309.4,1269.1,1290.7,1287.1,1277.3,1277.2,1307.3,1286.9,1270.9,1285.4,1265.2,1266.8,1277.7,1265.3,1286.5,1287,1286.3,1265.6,1273.5,1279.3,1284.3,1267.2,1268,1264.3,1288.7,1274.5,1282.7,1266.5,1273.4,1277.3,1264.4,1283.8,1275.4
