25,25,37,74,84,383,601,606,776,843,1009,1070,1155,1397,1398,1507,1531,1667,1690,1736,1816,1872,1929,1977,2123,2171,2185,2235,2273,2287,2292,2322,2337,2391,2417,2470,2498,2584,2610,2649,2762,2770,2953,2980,3077,3174,3241,3361,3379,3424,3450,3457,3525,3567,3585,3587,3590,3629,3682,3688,3770,3822,3852,3868,3876,3929,3937,4000,4012,4035,4080,4089,4108,4135,4152,4197,4206,4329,4387,4393,4434,4522,4573,4619,4647,4686,4824,4845,4918,4923,4929,4929,5080,5130,5208,5215,5246,5337,5370,5429,5451,5545,5545,5582,5584,5629,5661,5814,5824,6004,6202,6735,6858,6891,6973,6980,7166,7211,7225,7250,7284,7612,7641,7644,7725,7851,8028,8075,8120,8220,8243,8274,8478,8480,8503,8692,9256,9262,9361,9380,9437,9457,9546,9582,9686,9744,9933
1296.3,1285.9,1287,1293.2,1294.7,1290.8,1279.7,1307.7,1292,1283.1,1266.9,1270.9,1299.5,1275.3,1274.3,1276.4,1270,1284.8,1284.7,1282.3,1288.7,1293.9,1291.7,1279.6,1299.8,1306.8,1279.2,1290.1,1272.7,1292.7,1299.9,1291.9,1275.6,1287.8,1288.1,1269.3,1299.9,1302.8,1276.6,1290.5,1270.6,1273.3,1289,1276,1282,1298.9,1287.4,1294.9,1279.7,1296.7,1280.4,1287.4,1292.3,1278,1300,1274.2,1276.5,1306.4,1296.5,1292,1298.5,1294.5,1289,1274.3,1279.9,1275.2,1286.8,1294.7,1299.2,1283.3,1267.5,1298.4,1272.3,1282.6,1278.1,1279.5,1285.9,1281.4,1288.3,1288.1,1270.4,1272.9,1278.9,1276.5,1268.3,1304.6,1268.9,1275,1298.6,1275.9,1288.2,1283.2,1268.5,1278.2,1280.8,1278.8,1268.1,1268.8,1269.9,1295.1,1307.8,1282.7,1302.4,1273.8,1299.4,1300.2,1268.5,1269.9,1290,1302,1295.1,1305,1287.7,1297.1,1294.8,1292.9,1280,1283.4,1295.6,1301.9,1300.2,1307.3,1276.8,1284.3,1300.2,1301.7,1290.9,1305.4,1270,1288.3,1288.5,1274.3,1305.7,1296.3,1285.4,1280.2,1290.5,1291.6,1276.6,1301.8,1295.2,1297,1289.2,1285.1,1268,1300.2,1291.8
388.37,390.6,389.45,392.52,392.13,390.86,398.84,408.83,387.35,391.21,413.1,397.01,403.6,394.96,402.5,419.44,400.92,389.55,404.4,394.57,386.82,384.34,392.37,399.01,400.99,408.66,394.54,391.85,402.33,388.74,402.22,388.92,395.27,391.91,394.82,400.51,402.1,410.96,401.69,385.28,406.86,407.05,384.31,400.1,397.74,393.08,393.31,384.2,395.56,413.69,396.73,388.45,390.55,423.77,399.31,407.5,410.93,406.8,390.35,392.22,401.17,386.92,384.14,407.88,394.41,400.51,395.45,387.71,400.58,397.25,407.36,400.8,396.63,393.66,422.75,398.58,388.87,393.84,386.02,393.05,397.27,409.25,427.49,419.03,407.53,406.38,399.69,399.91,402.92,402.09,391.94,393.24,398.68,395.24,395.9,394.69,399.04,406.34,408.82,390.32,408.5,389.37,409.92,403.03,400.12,409.89,406.04,405.55,384.86,409.99,385.44,409.61,396.19,413.07,386.66,386.59,397.35,388.5,415.34,409.64,401.08,407.96,397.2,387.79,401.03,411.08,394.51,410.34,422.27,387.83,388.13,401.65,406.87,415.11,388.64,392.62,385.06,389.74,396.44,394.55,386.54,413.72,394.9,387.92,408.44,400.51,417.97
