52,106,128,300,340,432,552,605,641,754,916,989,1131,1260,1268,1291,1316,1335,1373,1381,1452,1467,1485,1538,1544,1560,1637,1662,1671,1681,1750,1776,1807,1859,1873,1991,2008,2099,2143,2322,2400,2536,2887,2888,2966,2981,3012,3057,3092,3126,3217,3271,3304,3374,3375,3421,3424,3575,3577,3617,3773,3843,3911,3965,3981,4009,4078,4134,4150,4165,4351,4387,4387,4453,4463,4638,4694,4734,4741,4770,4819,4853,4902,4967,5075,5274,5282,5307,5313,5341,5357,5389,5530,5530,5598,5642,5664,5805,5919,5961,6007,6114,6384,6398,6427,6572,6669,6760,6814,6867,6933,6947,6973,7297,7381,7386,7404,7420,7421,7438,7535,7549,7721,7905,7919,7927,7944,8055,8086,8134,8144,8405,8632,8768,8979,9057,9088,9121,9132,9196,9281,9324,9375,9392,9517,9586,9621,9689,9770,9853
429.15,418.33,419.05,464,449.53,420.09,465.25,472.44,443.8,469.04,441.8,423.95,423.62,424.97,422.35,434.64,466.37,422.57,424.11,462.65,439.9,453.72,463.32,466.84,437.86,464.64,420.11,462.63,443.43,467.4,434.06,468.51,441.41,446.72,423.89,464.6,466.6,465.62,440.07,421.48,465.43,462.36,464.69,464.7,466.76,422.33,471.87,418.49,461.81,462.25,418.8,462.14,441.23,462.21,461,463.72,460.52,462.34,468.72,466.47,457.36,473.32,419.39,449.45,456.96,459.1,425.42,460.71,451.35,461.67,418.38,419.12,419.25,464.12,420.07,430.49,444.82,418.19,472.59,464.06,460.91,453.29,461.41,466.26,461.54,419.95,465.95,464.63,450.79,461.37,439.2,470.87,461.46,457.88,469.82,461.58,437.32,460.65,433.51,455.72,420.4,464.82,456.82,458.02,449.48,460.08,437.84,467.85,421.63,461.64,465.51,419.25,443.64,423.27,461.09,436.75,461.53,432.32,464.16,467.47,464.6,440.49,422.88,448.63,417.67,468.7,438.12,464.32,470.88,461.02,448.73,461.06,418.3,417.88,430.5,432.35,470.32,462.76,416.5,460.49,422.07,466.51,460.18,440.12,422.19,470.91,443.28,461.48,461.35,457.2
1706.2,1621.6,1624.7,1682.6,1726.8,1625.2,1671.8,1665.7,1626.1,1669.9,1628.4,1716.6,1722.5,1624,1622.2,1728.1,1671.7,1624.3,1722.7,1681.6,1729.3,1638.5,1685.8,1677.6,1728.9,1681.5,1621.9,1684.8,1626.2,1675.7,1725.2,1665.3,1728.5,1657.3,1721.5,1680.4,1677.3,1670.8,1728.2,1622.9,1673.6,1698.4,1672.5,1682.7,1672.3,1622.7,1669.4,1620.5,1680.6,1697.9,1618.7,1698,1725.7,1665.3,1684.9,1673.5,1696.5,1680.6,1664.9,1679.5,1726.1,1666.8,1620,1727.2,1641,1723.8,1713.1,1710.9,1637.6,1688.2,1622.3,1620.7,1624.6,1672.9,1620.4,1726.7,1633.5,1619.4,1666.3,1671.5,1681.9,1677.4,1688.3,1679.3,1680.8,1621.4,1680.2,1669.7,1637,1682.1,1629.2,1668.3,1679.5,1726.3,1665.3,1689.2,1728.2,1682.7,1722.2,1679.8,1621.7,1669.8,1672.4,1726.8,1690,1697.6,1724.9,1675,1623.6,1683.7,1681.4,1622,1729.5,1622.5,1692.7,1724.4,1701.2,1726.1,1673.6,1674.6,1680.1,1729,1717.8,1728.4,1621.2,1670.5,1729,1670.1,1665.4,1686.3,1728.1,1685.3,1622.4,1622,1720.3,1725.9,1664.7,1682.9,1617.9,1697.6,1620.9,1676.9,1690.6,1728.9,1623.9,1669.2,1730,1677.8,1718.8,1692
