3,26,175,230,239,316,345,369,680,708,713,757,806,835,964,1157,1363,1562,1646,1650,1657,1697,1817,1827,1857,1932,2038,2099,2136,2136,2153,2304,2499,2500,2655,2748,2819,3005,3026,3080,3320,3400,3400,3421,3590,3610,3630,3641,3669,3692,3709,3861,4008,4009,4010,4015,4056,4068,4100,4108,4124,4176,4222,4222,4228,4357,4536,4557,4665,4679,4681,4721,4732,4768,4798,4819,4819,4836,4869,4952,5015,5072,5081,5127,5251,5257,5294,5305,5328,5398,5467,5583,5584,5671,5942,5991,6036,6070,6131,6170,6173,6211,6313,6374,6582,6598,6758,6768,6848,6849,6877,6891,6904,6940,7003,7018,7069,7108,7185,7221,7250,7320,7325,7346,7456,7463,7465,7626,7669,7818,7917,8018,8053,8075,8172,8298,8301,8408,8435,8441,8481,8532,8572,8606,8614,8644,8655,8691,8726,8730,8793,8886,8923,8937,9025,9038,9052,9060,9083,9110,9198,9249,9262,9285,9360,9385,9404,9482,9500,9578,9664,9675,9719,9736,9740,9844,9865,9876,9877
1340.1,1326.8,1338,1337,1329.8,1336,1336.6,1335,1326,1304.1,1330.5,1340.5,1328.3,1329.4,1332.9,1334.8,1314,1340.1,1328.9,1302.6,1335.7,1339.3,1303.7,1327.9,1302.9,1338.6,1331.8,1337.8,1339.3,1339.4,1335.6,1329.2,1332.6,1314.3,1310.8,1300.6,1303.4,1339.3,1337,1334.7,1337.2,1302.9,1339.9,1320.1,1335,1332.2,1320.3,1304.2,1324.2,1332.3,1327.2,1330.9,1323.4,1334.3,1326.6,1340,1302.4,1313,1341.1,1303.3,1319.8,1326.8,1315.4,1302.7,1304.9,1332,1316.8,1325.5,1338.4,1333.4,1335.6,1323.9,1336.9,1338.2,1301.7,1315.4,1304.7,1337,1330.1,1302.9,1316.3,1339.8,1332,1314,1335.5,1330.4,1319.7,1339.4,1329.6,1332.5,1330.9,1320.3,1333.2,1309.7,1341.2,1339.6,1338.3,1330,1335.6,1328.8,1334.3,1302.6,1331.5,1339.2,1339.5,1339.7,1339.5,1334.2,1316.1,1338.5,1335.9,1337.9,1334.8,1339.3,1335.1,1325.7,1316.6,1340.6,1341.4,1334.5,1332.1,1336.3,1334.1,1304.8,1337.2,1319.8,1328.6,1338.6,1337.9,1335.9,1303,1331.4,1304.1,1303.5,1335.2,1336.9,1336.5,1302.3,1301.7,1329.2,1318.1,1302.9,1339.1,1339.5,1327.4,1330.2,1327.3,1333.4,1333.8,1322.7,1334.7,1302,1337.2,1313.6,1331.4,1303.4,1340.7,1341.3,1302.9,1313.7,1327.7,1338.4,1335.3,1331.3,1332.7,1313.9,1338.4,1301.5,1330.4,1320.9,1338.7,1325.3,1300.9,1300.8,1334.3,1328.4,1332.8,1332.3,1335.3
554.81,575.77,556.64,559.03,567.05,542.31,559.58,543.29,548.29,575.18,544.75,555.31,542.11,541.21,544.13,544.3,575.18,555.59,572.86,569.29,543.27,557.18,569.37,541.27,574.36,544.7,543.51,553.62,545.29,556.42,546.06,544.17,546.13,575.43,577.57,571.8,574.75,555.72,542.34,541.78,557.75,571.49,545.28,572.61,547.06,540.4,579.75,567.91,559.62,541.05,543.56,544.47,572.84,549.23,544.38,543.47,571.54,574.93,545.12,574.95,580.05,574.24,582.46,570.7,568.4,540.7,580.17,547.74,542.52,548.33,544.74,577.97,553.99,558.83,572.04,581.9,568.3,556.69,571.94,572.25,581.39,549.2,545.98,573.92,561.93,570.22,573.96,555.89,570.98,543.66,542.6,573.88,550.86,573.89,554.16,549.25,554.13,542.41,545.56,542.99,544.38,573.82,541.18,554.19,556.38,554.64,555.92,544.79,582.23,562.06,555.99,552.49,549.72,555.09,551.06,547.16,574.1,554.07,544.57,543.07,570.43,554.67,542.92,567.61,552.61,578.89,542.95,555,555.13,552.84,574.3,544.4,568.41,569.3,542.97,557.85,559.67,571.12,570.54,571.12,582.26,568.99,556.86,552.38,543.97,571.43,574.8,550.8,543.44,578.27,547,571.56,541.94,574.44,540.73,573.36,543.27,542.9,573.28,574.76,540.86,556.48,551.07,543.3,540.46,574.22,555.04,572.01,544.56,579.78,553.96,547.04,572.63,570.73,545.47,540.79,544.3,546.04,556.08
