11,14,32,44,111,418,461,493,606,640,679,844,978,994,1056,1180,1446,1501,1520,1567,1615,1686,1736,1741,1884,1921,1948,1975,1987,1993,2016,2099,2162,2190,2207,2226,2322,2356,2374,2472,2529,2555,2585,2652,2729,2751,2866,2920,2972,2997,3007,3025,3168,3170,3192,3224,3224,3358,3383,3412,3421,3454,3541,3553,3575,3577,3620,3665,3680,3694,3722,3751,3790,3828,3900,3917,3922,4089,4089,4149,4289,4459,4758,4816,4879,4903,4929,4929,5032,5040,5082,5202,5207,5214,5252,5259,5390,5394,5561,5573,5577,5579,5608,5657,5661,5663,5675,5928,5992,6015,6371,6416,6430,6685,6748,6766,6843,6845,6931,6994,7014,7072,7110,7186,7205,7221,7227,7294,7420,7433,7453,7541,7705,7730,7887,7987,8087,8144,8220,8234,8234,8245,8733,8738,8772,8853,9015,9124,9249,9262,9349,9397,9764,9861,9862,9967
927.09,884.54,928.48,915.49,884.01,882.9,944.98,921.39,931.59,944.52,938.05,936.2,881.09,924.29,929.58,939.55,884.15,886.01,934.45,922.19,918.56,940.9,921.64,937.16,907.63,883.46,882.85,907.24,885.23,908.81,931.81,933.34,880.58,887.5,939.66,940.34,939.23,929.4,881.73,905.53,907.81,883.04,933.41,946.48,942.02,932.92,919.36,925.07,932.91,882.28,930.89,943.04,883.62,943.43,882.97,925.62,932.87,885.79,886.16,941.46,940.14,933.62,919.49,929.48,883.74,915.5,893.01,908.95,882.44,937.66,905.65,908.68,926.76,942.35,893.41,923.39,925.97,933.22,931.63,909.88,928.78,945.98,885.93,886.94,932.79,924.87,904.05,918.79,945.01,904.57,943.54,947.2,924.29,928.97,889.33,906.47,883.05,906.22,938.5,930.78,881.74,890.49,935.86,940.17,921.52,933.38,906.5,884.61,919.94,937.68,932.77,915.6,931.62,940.58,936.47,907.4,923.76,940.92,906.28,928.62,890.85,904.68,921.8,943.35,936.28,916.66,941.27,942.02,932.31,883.21,884.41,911.81,931.18,939.68,937.92,884.11,921.07,945.12,937.1,940.69,906.02,921.29,888.85,882.21,906.43,944.96,921.03,934.06,884.14,941.31,939.42,925.54,932.76,908.83,921.08,883.99
1088.9,1072.3,1086.1,1067.4,1085.5,1073.6,1076.5,1093.6,1087,1076.8,1071.1,1068.1,1077.3,1091.4,1086.7,1070.7,1086.3,1079.7,1070.7,1089.2,1071,1072.8,1091.9,1069.4,1100.4,1074.6,1078.1,1104.9,1083.4,1076.2,1083.9,1067.3,1077.2,1074,1070.2,1070.3,1071.9,1068.4,1076.6,1081.9,1099,1085.9,1069.2,1077.6,1076.9,1068.9,1066.6,1090.4,1070.6,1076,1087.2,1074.7,1075.7,1078.9,1074.3,1090.1,1067,1071.4,1087.5,1071.8,1072.2,1083.2,1067,1071.7,1085.1,1066.6,1088.5,1087.4,1085.3,1070.2,1099.7,1094.4,1085.2,1077.7,1088.4,1066.6,1085.9,1067.9,1084.7,1088,1086.2,1075.8,1085.5,1084.5,1067.7,1088.7,1098.8,1066.7,1077.8,1099.1,1079.3,1075.5,1089.3,1067.4,1090.8,1104.3,1085.5,1100.3,1068.4,1085.6,1075.8,1087.8,1068.7,1074.1,1092,1069.9,1106.4,1072,1091.9,1070.3,1085.6,1066.9,1068.3,1073.3,1068,1102.4,1090.2,1074.5,1103.7,1085.3,1076.2,1080,1092.1,1074.3,1082.6,1067,1078.3,1075.6,1086.1,1073.8,1073,1077.6,1084.6,1071.2,1072.1,1072.4,1088.7,1075.7,1070.9,1076.3,1099.6,1066.9,1089.8,1075.5,1101,1077.6,1066.7,1067.1,1086.4,1076.5,1072.1,1089.2,1068.4,1092.5,1088.8,1085.9
