18,51,126,452,954,1169,1277,1442,1443,1517,1519,1747,1895,2008,2054,2150,2201,2265,2322,2825,2868,2882,3024,3062,3076,3149,3254,3287,3366,3446,3457,3470,3473,3487,3585,3608,3668,3680,3682,3696,3744,3838,3946,4089,4100,4135,4284,4292,4543,4543,4595,4643,4696,4756,4759,4918,4929,5139,5151,5200,5303,5337,5403,5467,5478,5582,5584,5745,5810,5839,6839,6841,6931,6934,7046,7258,7279,7284,7362,7404,7588,7731,7968,8089,8120,8246,8716,8730,9262,9403,9516,9627,9798,9802,9925,9961
1216.7,1249.8,1235,1223.3,1250.4,1250.7,1250.4,1249.9,1241.5,1251.5,1250.5,1251,1251.1,1246.3,1235.5,1247.4,1252.5,1251.7,1236,1248.2,1244.6,1250.5,1247.2,1238.9,1251,1238.6,1239.8,1250.9,1240.6,1218,1240.3,1240.8,1252,1230.3,1246.4,1246.4,1249.6,1249.4,1238.1,1250.1,1236,1250.4,1243.9,1222.2,1248.5,1235.5,1248,1234.8,1237,1247,1215.2,1218.7,1244.7,1250.4,1240.8,1240.2,1251.8,1251.2,1255.5,1246.4,1244.6,1239.4,1250.1,1250.2,1250.6,1221,1253.9,1214.4,1246.3,1234.7,1250.2,1234.7,1250.6,1249,1242.5,1239.1,1237.7,1246.7,1229.5,1245.4,1249.2,1248.4,1245.8,1250.1,1235.5,1247.2,1251.5,1249.8,1250.3,1235.8,1250,1249.3,1249.2,1236.4,1253.9,1251
482.53,444.88,475.57,482.48,458.32,485.29,485.75,443.95,440.75,483.68,457.22,485.53,484.37,442.55,438.99,489.54,481.93,459.42,438.71,488.97,442.35,451.16,442.8,493.83,447.31,493.96,440.53,448.76,491.48,480.66,437.58,491.34,462,469.41,489.98,442.08,454.26,441.92,492.17,479.78,494.09,481.83,493.25,473.61,488.33,437.97,487.39,494,471.92,442.85,491.2,492.45,493.42,481.99,440.15,460.99,463.04,480.39,475.63,441.98,440.45,439.42,457.75,445.21,483.26,472.46,480.6,489.57,492.49,456.44,450.66,474.55,481.69,443.82,492.33,492.04,437.92,489.17,480.28,490.93,454.79,442.86,489.98,446.54,458.45,441.29,443.36,486.41,483.41,437.9,455.66,443.33,443.26,437.79,465.08,484.14
