374,554,699,751,1240,1779,2011,2084,2153,2473,2526,2700,2981,3001,3025,3054,3379,3406,3418,3458,3477,3489,3537,3780,3806,3866,3882,3945,4067,4140,4227,4239,4242,4304,4334,4464,4486,4513,4533,4558,4595,4675,4683,4902,5219,5380,5424,5528,5672,5887,5926,6501,6507,6683,6712,6792,6841,6844,6990,7022,7031,7094,7165,7186,7203,7231,7252,7273,7367,7383,7420,7527,7628,7705,7814,7930,8107,8116,8130,8134,8240,8255,8444,8494,8532,8582,8659,8708,8712,8754,9087,9106,9132,9143,9348,9561,9687,9689,9929,9945
1361,1361.6,1353.8,1363.4,1357.1,1361.1,1353,1351.9,1365.9,1363.6,1348.7,1353.6,1367.6,1360.7,1352.7,1369,1352.2,1367.7,1346.5,1372.3,1358.3,1363.5,1354.6,1364.9,1375.8,1368.7,1370.3,1360.1,1366.4,1360.9,1358.5,1362.3,1352.1,1363.5,1373.1,1370.9,1357.4,1359.6,1349.8,1366.4,1351.2,1360.4,1358.5,1349.9,1353.6,1369.4,1355.4,1348.9,1364.1,1350.7,1361.9,1350.5,1362.6,1345,1362.8,1371.6,1356,1363.4,1350.4,1367,1361.7,1353,1360.7,1366.5,1377.2,1349.9,1355.1,1362.2,1368.7,1364.1,1361.6,1361,1346.7,1359.5,1370.5,1346.6,1365.8,1367.1,1353.4,1357.6,1352.1,1354.9,1366,1365.8,1350.5,1359.8,1366.5,1348.9,1353,1364.7,1360.1,1371,1354.1,1347.9,1362.6,1359.9,1366.8,1355.9,1350.3,1360.6
987.16,987.54,953.45,985.95,973.87,986.61,953.66,953.4,983.68,985.76,961.88,953.05,981.96,987.13,958.43,979.39,952.86,977.94,962.02,973.76,972.66,986.32,953.11,981.46,965.87,975.68,977.23,985.03,983.27,986.73,973.24,969.88,957.69,983.32,971.61,974.63,953.62,974,952.59,980.5,952.17,986.22,959.47,952.14,956.65,975.85,953.1,952.75,982.47,952.45,986.53,967.34,984.29,962.86,985.14,975.87,973.1,984.11,951.81,959.99,987.43,952.24,986.19,974.1,965.8,972.76,952.5,984.86,977.89,956.5,956.21,985.61,963.19,954.6,975.23,962.55,982.49,973.16,953.54,957.24,958.31,971.29,981.29,981.46,972.59,955.09,980.31,952.8,952.74,982.77,955.46,975.87,953.29,952.61,984.84,986.05,981.26,972.91,960.25,955.71
