31,55,85,131,142,270,290,481,561,594,602,657,660,797,817,858,1064,1070,1092,1112,1186,1199,1233,1240,1273,1414,1425,1443,1601,1705,1705,1734,1751,1756,1756,1884,1895,1921,2028,2048,2054,2078,2137,2251,2287,2327,2413,2450,2552,2640,2882,2882,2934,3118,3118,3119,3154,3222,3244,3270,3384,3400,3457,3477,3504,3507,3643,3646,3701,3704,3705,3749,3806,3815,3828,3883,3889,3933,3978,4010,4028,4042,4048,4067,4080,4139,4216,4222,4318,4371,4397,4457,4466,4500,4603,4634,4670,4759,4854,4858,4862,4894,4897,4951,4963,4994,5032,5082,5200,5231,5259,5337,5385,5398,5465,5647,5673,5746,5952,6175,6295,6496,6539,6551,6604,6643,6720,6764,6856,6897,6932,7029,7044,7050,7088,7193,7292,7351,7356,7387,7412,7417,7465,7530,7532,7636,7686,7737,7745,7855,7883,7903,7933,8028,8029,8043,8132,8135,8233,8289,8296,8432,8465,8537,8713,8747,8747,8779,8779,8887,8954,9019,9072,9239,9270,9272,9279,9280,9344,9355,9404,9457,9522,9610,9627,9661,9673,9675,9721,9766,9837,9863,9965
1699.1,1709.1,1681.7,1705.7,1669.5,1672.4,1709.1,1706.5,1712.3,1689.7,1672.6,1677.2,1691,1688.6,1680.6,1666.1,1666.7,1679.8,1711.1,1677.9,1664.6,1710.2,1677.1,1676.7,1704.9,1667.1,1690,1691.9,1706.5,1681.1,1680.5,1708,1670.9,1707.5,1671.4,1711.5,1672.4,1682.4,1691.2,1711.9,1681.6,1690.4,1666.9,1681.4,1659.4,1676.6,1678.5,1676.2,1707.6,1690,1674.8,1706.5,1668.2,1671.1,1707.2,1709.9,1690.3,1670.8,1674.1,1711.2,1708,1680.9,1675.9,1698,1676.6,1707.8,1682,1689.1,1691.5,1687.2,1677.1,1670.5,1690.4,1680.2,1702,1659.7,1678.4,1706.3,1670.8,1673.9,1680.5,1679.4,1676.8,1694.9,1677.3,1670.9,1690.1,1697.4,1668.1,1687.7,1676.2,1667.9,1674.3,1666.9,1661.7,1681.9,1673.1,1665.3,1675.2,1697.9,1712.1,1671.5,1672.8,1671.1,1690.7,1674.1,1670.8,1674.4,1679,1662.3,1679.7,1676.6,1691.7,1686.2,1665.8,1679,1666.9,1675.7,1682.1,1672.5,1679.5,1671.5,1681.1,1670,1708.5,1708.3,1685.9,1681.3,1688.2,1669.2,1665.5,1715.9,1668.9,1671.1,1679.9,1705.3,1674,1667.3,1712.6,1673.8,1690.8,1680.8,1681.5,1690.7,1709.7,1710.2,1678.4,1681.7,1705.9,1688.4,1673.7,1709.8,1673.2,1669.8,1695.3,1681.6,1709.8,1688.5,1672.3,1667.3,1678.9,1707.2,1678.4,1712.1,1680.5,1671.8,1660,1685.2,1685.4,1675.7,1675.2,1689.8,1678.8,1676.9,1665.1,1691.3,1670.6,1670.4,1665.3,1689.6,1690.2,1689.2,1705,1674.7,1678.9,1704.1,1679.8,1669.5,1706.4,1689.9,1689.6,1660.9,1677.2
1160.7,1145.6,1152.7,1135,1149.1,1149.6,1145.3,1112.7,1112.7,1151.2,1162.2,1157.6,1131.3,1157.7,1137.5,1149.3,1149.4,1156.4,1112.5,1154.8,1150.3,1111.4,1156.6,1152.9,1131.5,1147.5,1149.9,1153.1,1134.9,1151.2,1160.3,1112.3,1148.8,1146.9,1146,1113.2,1149.4,1149.9,1132.6,1112.6,1135.3,1151.6,1148.3,1138,1147.9,1159.5,1155,1157.3,1112.1,1150.8,1164.5,1113.2,1149.8,1148.7,1113,1111.8,1149.9,1150.1,1150.6,1112.3,1144.5,1138,1159,1157.8,1158.9,1139.5,1135.4,1148.9,1147.2,1157.8,1148.9,1160.5,1130.4,1141.5,1148,1147.8,1165.5,1145.2,1148,1160.8,1147.5,1154.4,1157.1,1127.9,1158.7,1160.8,1149.5,1160.8,1147.8,1149.5,1150.6,1148.8,1155.8,1148.7,1148.3,1151.3,1150.4,1148,1150.7,1159.9,1118.2,1145,1152.4,1146.2,1132.1,1164.1,1160.9,1160.3,1143.5,1153,1155.4,1156.8,1132,1137.9,1147.4,1155.7,1149.1,1156,1153.9,1146.7,1150.3,1147.2,1136.9,1145.9,1111.6,1144.6,1149.9,1152.7,1146.9,1147.9,1149.6,1119.6,1147.2,1149.7,1149.1,1136,1163.9,1147.8,1118.4,1151.2,1130.7,1152.7,1136.2,1130.7,1145.7,1111.9,1151.9,1151.6,1113.2,1140.2,1163.4,1112.1,1161.3,1148,1153.1,1144.7,1111.4,1140.3,1149.6,1148.4,1149.9,1112.5,1151.1,1112.8,1147.2,1149.2,1148.5,1142.3,1144.4,1158.6,1158.4,1152,1152.5,1157.3,1149,1153,1148.3,1146.2,1149,1150.2,1141.8,1138.2,1134.5,1160.9,1151.4,1113.7,1149,1159.7,1113.3,1150.6,1150.6,1151.3,1157
