4,44,222,263,270,493,601,653,683,721,813,1000,1042,1295,1314,1364,1476,1540,1579,1626,1667,1690,1692,1738,1749,1884,2095,2134,2134,2160,2162,2186,2190,2190,2201,2201,2224,2264,2297,2370,2386,2399,2411,2416,2417,2488,2495,2513,2700,2725,2762,2799,2804,2824,2882,2945,2973,2973,3025,3062,3197,3295,3302,3353,3377,3417,3443,3444,3471,3492,3498,3601,3618,3708,3709,3722,3738,3772,3780,3782,3830,3845,3861,3861,3892,3972,4032,4092,4143,4277,4321,4517,4570,4636,4637,4638,4798,4869,4929,4929,5034,5200,5215,5233,5257,5363,5402,5579,5585,5600,5623,5629,5631,5765,6002,6112,6206,6362,6434,6501,6660,6668,6691,6702,6708,6745,6773,6828,6908,7051,7082,7108,7193,7225,7259,7287,7385,7391,7466,7493,7628,7637,7704,7776,7808,7826,7831,7867,7875,7904,7908,7929,7958,8077,8087,8096,8115,8162,8177,8195,8215,8241,8304,8305,8327,8336,8381,8431,8647,8701,8749,8756,8776,8814,8844,8852,8994,9056,9076,9142,9154,9196,9285,9349,9507,9522,9573,9620,9674,9710,9728,9842,9846,9849,9861,9919,9924
1106.3,1043.7,1105.9,1073.7,1104.6,1067.2,1063.7,1060.5,1075.5,1102.9,1069.4,1105.6,1061.3,1059.9,1107.7,1088.9,1068.4,1096.1,1043.8,1058.4,1085.2,1041.7,1055.7,1103.2,1104.6,1063.8,1063,1109,1114.6,1089.6,1100.9,1101.9,1078.9,1074.7,1085.3,1061,1049.4,1088.5,1053.9,1069.5,1093.3,1098.7,1063.3,1100.4,1105.3,1101.3,1045.1,1105.6,1064.7,1069.3,1067.8,1048.2,1066.4,1065,1066.5,1076.9,1069.7,1101.2,1101.2,1078.3,1047.4,1103.8,1048.5,1102.9,1044.4,1068.4,1102.1,1055.8,1084.3,1070.7,1108,1101.1,1063.5,1104.2,1090.2,1101,1065,1086.3,1097.2,1059.7,1072.8,1068.5,1075.7,1108.7,1061.8,1045.4,1071.8,1043.7,1048.6,1075.5,1081.2,1067.2,1056.8,1105.9,1067.9,1074.3,1084.9,1101.7,1108.9,1070.6,1067.7,1065.9,1067,1062.8,1063.2,1074.5,1067.3,1085.9,1100.9,1079,1063.5,1066.6,1087.8,1042.5,1053.3,1066,1059.8,1063.4,1042.8,1081.3,1060.9,1114.5,1066.1,1069.9,1049.1,1040.4,1083.9,1088.7,1042.8,1064.6,1067.3,1073.8,1069.5,1100.4,1066.7,1103.4,1082.2,1058.3,1096,1069.2,1040.6,1074.2,1069.3,1065.6,1064.7,1070.3,1057.2,1102.7,1066,1065.4,1089.5,1054,1062.2,1051.1,1084.6,1054.9,1041.1,1058.8,1068.3,1065.8,1101.5,1065.2,1070.1,1040.3,1065.2,1048,1101.6,1065.8,1055.1,1061.1,1084.3,1067.6,1075.7,1076.9,1059.3,1072.4,1105.3,1073,1101.8,1078.6,1063.6,1089.4,1098.9,1065.9,1064,1064.3,1042.1,1100.8,1082.4,1074.7,1068.6,1083.7,1063.8,1069,1053.2,1043.3,1061
980.34,1014.3,981.05,992.02,980.4,1006.6,1010.1,1002.4,990.03,994.7,1008.3,1014.1,1001.6,1006.7,997.79,980.24,999.14,986.45,1013.4,1003.9,1012.2,1013.5,1008.2,995.13,995.38,1005.9,1007.7,991.48,994.77,1019.6,979.5,1016.8,1022.6,990.96,980.15,1001.4,1024.1,979.35,1011.3,996.32,997.31,979.5,1001.8,979.48,995.58,1016.6,1010,1014,1006.3,1009.4,1006.1,1012.5,1002.1,1001,999.57,989.04,994.72,1016.5,979.8,1003,1011.7,981.67,1011.8,982.24,1011.9,1008.6,994.03,1007.4,1022.5,1005.1,1010.3,1016.6,1026.4,981.19,994.61,1016.5,1007.1,979.79,1020,1007.2,1010.8,998.61,991.09,998.76,1000.4,1014,1017.6,1011.7,1009.8,1010.1,1000.5,999.71,1004.5,1012.9,996.73,989.05,980.95,994.57,1009.3,1006.1,998.7,1001.8,1009.3,1007.3,1005.6,991.07,1010.4,979.45,1015.3,1004.3,1000.5,997.4,980.32,1011.4,1007.5,997.99,1002.7,1025.9,1011.6,1025.4,1008.1,994.46,1010.5,1006.8,1023.5,1012.2,1011.4,1006.2,1012.7,1000,997.04,989.97,992.82,1015.4,1006.6,979.89,1008.6,1003.6,993.92,1006.5,1012.8,989.53,993.78,1001.8,1019.3,1006.7,1007.2,980.28,1006.7,1019.5,1001.8,1007.4,1000.7,1009.3,980.37,1007.5,1011.7,1023.4,995.45,999.21,980.48,1000.2,1007.4,1012.6,1008.3,1009.4,980.32,1006.9,1006.4,1006.3,980.65,1010.1,1025.4,1003.8,1002.4,990.68,1013.1,990.84,1015.8,1014.4,1007,1018.9,984.21,999.22,999.73,1006.8,1011.4,1017.1,1008.6,989,1017.3,980.82,1007.6,1010.3,1009.4,1012.1,1001.3
