23,84,124,135,512,541,542,605,1019,1250,1291,1291,1291,1838,1983,2190,2279,2616,2647,2862,2884,3036,3137,3477,3513,3590,3590,3592,3600,3600,3678,3773,3797,3891,3947,3971,3978,4092,4210,4222,4292,4484,4522,4582,4597,4637,4647,4818,4874,4918,5155,5313,5343,5498,5705,5790,5802,5966,6364,6589,6675,6707,6737,6791,6850,6891,6945,6953,7002,7009,7072,7166,7213,7391,7422,7440,7512,7587,7779,7852,7859,8134,8136,8146,8202,8252,8282,8317,8317,8325,8418,8644,8706,8761,8808,8818,9000,9098,9196,9200,9256,9428,9428,9546,9556,9584,9771,9789,9861,9958
868.8,832.05,858.67,845.95,867.44,881.35,809.89,874.3,861.91,831.28,860.74,836.87,864.37,865.72,860.93,831.36,864.85,881.9,826.42,846.19,860.28,819.89,875.17,835.85,865.65,828.95,812.68,873.17,827.65,841.77,867.2,855.58,836.87,844.6,813.07,859.07,861.4,860.15,873.44,869.02,844.55,880.63,876.5,830.78,866.61,878.51,862.32,870.02,858.85,866.44,804.58,863.35,818.41,880.76,813.19,825.91,826.96,881.76,876.58,879.91,866.58,845.3,831.41,835.53,872.21,834.9,816.98,866.39,797.81,845.06,863.6,799.81,866.29,840.68,835.13,851.31,877.14,831.13,824.38,865.48,853.91,829.21,869.5,815.14,877.53,823.61,840.14,828.67,822.79,845.72,829.99,847.05,811.32,869.02,828.14,797.22,877.39,878.98,866.61,866.1,875.06,860.41,870.51,815.07,829.95,868.39,840.62,846.48,857.22,830.32
907.84,926.84,936.81,894.47,937.79,919.34,940.09,915.54,941.46,925.56,944.57,923.97,935.3,946.89,937.71,922.66,938.5,918.31,923.37,894.02,944.77,932.82,932.18,922.33,936.51,924.23,926.82,934.36,928.12,937.33,941.7,939.04,920.39,893.26,913.81,938.52,942.51,941.67,915.59,939.26,893.16,918.38,915.52,925.21,918.09,915.89,913.95,938.91,940.21,903.88,921.33,942.93,910.69,916.66,913.78,929.72,951.86,917.51,916.28,917.67,904.99,893.68,925.69,922.79,914.91,923.22,914.62,938.95,923.39,893.35,944.99,919.28,901.41,921.38,922.94,902.69,917.81,925.5,930.19,933.38,905.56,926.37,940.73,912.42,916.4,913.7,950.48,924.85,914.21,893.77,925.61,946.74,914.36,936.33,927.25,923.46,917.06,916.94,917.96,902.47,916.34,942.42,939.13,920.33,924.52,936.43,921.51,922.69,940.36,925.39
