31,224,560,625,737,838,853,949,1045,1241,1277,1376,1550,1737,1881,1907,2026,2035,2054,2120,2145,2229,2854,2861,2939,3220,3370,3421,3460,3663,3696,3741,3771,3790,3947,3978,4012,4109,4780,4847,4905,4929,4988,5294,5523,5544,5573,5598,5665,5862,6608,6641,6717,6869,6908,6964,7007,7296,7391,7422,7431,7439,7487,7542,7611,7884,7928,8029,8219,8227,8366,8390,8492,8495,8505,8728,8759,8827,9070,9272,9356,9376,9376,9472,9520,9596,9684,9812,9870,9902,9958
1174.7,1210.7,1196.6,1211.7,1208.4,1212.5,1202.2,1210.3,1171,1210.7,1201.4,1211.6,1210.9,1210,1204.2,1210.4,1175.2,1195.4,1170.1,1211.2,1211.8,1209.6,1212,1211.9,1208.1,1210.7,1207.5,1210.4,1212.2,1209.4,1209.7,1210.5,1211.2,1195.4,1193.3,1198.4,1212.4,1208.8,1202.7,1200.7,1208.2,1205.1,1210.7,1209.2,1211.8,1212.3,1204.6,1209.6,1212.3,1210.1,1209,1210.4,1211.4,1211.2,1210.2,1211.1,1210.5,1210.6,1211.6,1203.2,1210.9,1209.1,1211.2,1196.8,1198.4,1193.4,1196.9,1189.8,1208.5,1208.1,1212.5,1210.4,1210.3,1211.2,1209.5,1209,1212.4,1211.8,1210.6,1212.5,1195.1,1210.5,1210.2,1209.7,1211.3,1212.2,1192.5,1209.3,1210.2,1210.7,1192.3
860.69,880.13,863.09,870.9,878.53,873.63,885.4,874.03,860.85,872.56,884.95,870.81,877.58,877.27,850.1,877.45,860.77,852.27,860.6,864.3,866.94,864.47,873.86,875.73,883.75,866.27,882.7,866.45,872.54,875.42,878.29,869.68,869.38,881.4,874.81,864.59,869.99,861.06,850.06,868.42,881.01,857.52,876.55,866.91,873.98,871.26,883.98,878.11,874.28,879.11,882.58,861.88,876,872.06,862.72,866.84,860.74,879.47,869.63,868.9,866.18,882.87,877.05,880.75,880.26,876.92,880.72,857.97,883.6,884.27,867.16,873.89,875.11,878.36,880.73,880.91,871.52,872.61,874.64,872.98,882.84,871.74,866.36,880.93,875.72,875.06,877.31,880.11,866.84,873.04,875.83
