8,50,506,526,658,705,747,791,793,813,1136,1241,1250,1317,1341,1382,1400,1450,1701,1831,1978,2023,2078,2114,2263,2318,2419,2541,2653,2666,2761,2767,2859,2888,3038,3269,3406,3477,3508,3519,3573,3623,3671,3680,3698,3765,3830,3839,3937,3957,3968,3976,3990,4127,4180,4263,4269,4343,4424,4498,4592,4630,4649,4730,4741,4930,4973,4990,5072,5175,5292,5344,5458,5625,5958,6068,6103,6153,6424,6585,6675,6690,6818,6838,6868,6885,6904,6909,6910,7030,7176,7194,7207,7386,7399,7708,7782,7832,7884,7900,8051,8082,8108,8207,8222,8239,8259,8274,8283,8321,8364,8510,9037,9124,9124,9130,9182,9187,9232,9297,9361,9442,9652,9734,9768,9844,9861,9868,9886
1748.8,1739.7,1747.7,1714.1,1739.9,1746.6,1745.3,1733.7,1748.3,1748.8,1747.6,1747.3,1713.2,1715,1745.1,1727.6,1724,1740,1735.5,1747.2,1723.5,1746.5,1747.2,1747.2,1715,1735.4,1723,1749,1723.1,1748.4,1739.6,1747,1746.7,1736.8,1740.8,1722.1,1747.8,1744,1724.4,1747,1735.7,1744.2,1746.9,1744.3,1735.9,1724.1,1722.1,1742.7,1746.1,1738.8,1747.3,1746.1,1740.4,1730.4,1716.5,1732.7,1744.3,1714.8,1739.2,1736.2,1732.4,1747.8,1746.3,1733.2,1746.9,1716.5,1734.4,1722,1746.8,1738.1,1724.1,1739.3,1748.1,1747.3,1746.6,1747.4,1738.8,1745.9,1748.8,1721.3,1742.6,1749.4,1750.2,1733.6,1743.2,1746.8,1741.5,1747,1731.4,1746.9,1739.8,1716.5,1737.5,1740.6,1739.3,1724.6,1732.9,1741.5,1724.5,1731.7,1746.6,1731.9,1736.1,1744.4,1742.5,1738.7,1743.2,1727.2,1728,1749.2,1747.2,1747.9,1740,1723,1733.9,1734.1,1744.4,1748,1742.6,1737.2,1747.9,1719.1,1739.6,1712.7,1737.6,1731.7,1737.7,1715.3,1723.2
1215,1203.7,1220.7,1207.6,1204,1218.8,1207.1,1230.2,1218.6,1209.5,1221.5,1217.5,1208.6,1206.7,1208.3,1207.8,1206.7,1204,1214.9,1216.5,1206.6,1218.5,1221.7,1207.5,1206,1215.1,1211.3,1210.1,1211,1211.6,1202.2,1217.3,1218.3,1228.4,1203.9,1229.5,1204.9,1206.7,1211.6,1220.5,1208.5,1224.4,1207.5,1203.3,1227.4,1205.5,1206.8,1211.1,1221.5,1223,1216.4,1208.4,1203.6,1230.5,1212.4,1229.3,1203,1226.8,1201.4,1209.6,1218.6,1217.3,1206.3,1208.7,1217.9,1206.7,1221.5,1206.8,1208.3,1201.4,1212,1202.7,1215.8,1216.9,1218,1218.8,1201.9,1221.9,1210.6,1206.5,1210.8,1213.8,1214.5,1208.9,1203.8,1207.8,1203.9,1217.1,1230.8,1207.2,1217.1,1206.9,1221.4,1213.6,1201.5,1205.8,1204.7,1208.9,1206.3,1231.4,1219.7,1218,1209.4,1205.4,1206.6,1202.8,1206.3,1232,1208.9,1217.1,1217.5,1219.1,1213.9,1211.5,1218.4,1204.9,1223.9,1219.2,1210.4,1210.2,1208,1210.1,1202.9,1208.4,1221.3,1230.7,1203.1,1208.5,1226.2
