18,135,383,428,642,803,1008,1257,1601,2167,2824,2894,2929,2939,3143,3358,3358,3412,3498,3773,3773,3773,4184,4196,4382,4476,4526,4590,4629,4730,4747,4883,4902,4985,5027,5072,5072,5503,5545,5817,5903,5912,6501,6501,6551,6677,6890,6903,6990,7007,7014,7480,7595,7690,7698,7737,7906,8028,8054,8074,8248,8296,8323,8325,8417,8760,8843,8971,9034,9194,9361,9372,9652,9755,9766,9789,9829,9839,9892,9982
1341.1,1303.4,1303.9,1339.9,1304.1,1342.4,1329.2,1330.7,1328.6,1332.4,1323.3,1304.3,1307.9,1328.4,1326.9,1335.7,1341.3,1302.4,1324.2,1319.9,1339.2,1327.2,1301.8,1328.1,1326.4,1340.5,1301.1,1302,1325.9,1324.9,1302.8,1320.6,1320.7,1329.7,1322.9,1343.8,1302.4,1345,1345.2,1320.2,1302.4,1302.4,1310.8,1316.9,1329.5,1345.1,1283.8,1327.2,1328.9,1344.2,1301.6,1302.4,1302.8,1335.1,1335.6,1342.2,1343.5,1319.8,1302.3,1323.9,1342.4,1305.8,1330.5,1330.9,1324.8,1336.4,1344.7,1325,1302.7,1341.9,1344.5,1310.2,1345,1301.6,1328.2,1335,1344.4,1323.8,1342.4,1342.2
934.6,974.51,974.27,933.67,974.73,936.41,939.34,920.85,987.13,922.31,933.66,974.48,923.81,916.64,915.6,928.5,935.06,974.22,912.16,909.28,937.94,917.13,974.39,918.69,914.74,935.04,974.71,974.47,913.79,993.52,973.34,995.2,995.06,939.82,906.17,968.5,973.99,967.56,956.05,995.67,973.59,974.08,942.57,944.72,919.01,966.18,949.34,915.98,942.71,956.4,974.91,974.59,973.72,928.47,927.35,974.66,942.88,962.27,974.42,933.56,972.36,942.43,921.42,921.84,934.59,929.59,949.98,990.74,973.93,951.16,966.96,927.16,966.19,974.83,939.96,962.98,966.93,912.26,972.58,938.9
