89,113,240,342,345,457,574,576,606,673,753,967,1111,1194,1294,1437,1498,1620,1921,1948,2150,2152,2439,2472,2554,2572,2702,2798,2882,2905,3170,3309,3416,3444,3461,3469,3529,3553,3553,3564,3568,3631,3671,3775,3819,3951,4080,4088,4098,4132,4147,4179,4222,4252,4252,4259,4284,4616,4760,4813,4918,4925,4979,4994,5059,5115,5203,5335,5450,5483,5517,5642,5783,5851,5974,6252,6375,6507,6553,6655,6665,6760,6763,6908,6945,7022,7042,7210,7276,7276,7284,7403,7405,7451,7744,7774,7885,8100,8101,8106,8221,8221,8277,8336,8381,8414,8511,8559,8633,8666,8724,8856,9243,9301,9388,9457,9535,9780,9893
1735,1731.7,1727.4,1726.4,1729.1,1716.3,1750.9,1719.3,1709.5,1748.7,1727.7,1745.5,1737.5,1726.6,1727.2,1743.8,1730.3,1732.9,1730.4,1749.2,1727.8,1717.2,1729.7,1735.8,1718.7,1733,1711.9,1733,1741.3,1731.4,1749,1720.8,1735.3,1731,1723.6,1727,1740.2,1715.7,1716.5,1728.6,1748.1,1733.6,1739.9,1729.2,1735.6,1706.8,1726.6,1748.4,1727.7,1726.4,1736.8,1730.2,1718.4,1729,1714.1,1716.2,1749.5,1729.3,1728.8,1731.7,1743.3,1730.5,1747.1,1733,1715.7,1727,1715.1,1732.1,1749.1,1728.5,1749.1,1739.4,1743.1,1750,1747.9,1747.8,1726,1730.6,1726.2,1746.9,1725.4,1737.9,1742.2,1714.5,1744.1,1726.8,1747.4,1747.9,1739.6,1728.1,1744,1742.3,1749.4,1748.4,1721,1750,1747.4,1727,1729.5,1713.5,1732.5,1719.4,1725.8,1728.4,1731.2,1726.1,1727.9,1726.7,1727,1732.1,1747.6,1748.8,1727.9,1726.4,1726.6,1736.3,1748,1727.2,1752.9
1008.7,1011.8,1009.2,1008.5,1015.9,1013.1,1000.7,1008.2,1008.1,1002.7,1008.9,1003.5,1008.2,1020.5,1008.1,1001.9,1015.5,1013.8,1010.4,1002.3,1018.2,1007.1,1009.7,1011,1007.6,1013.4,1005,1014.1,1006.4,1014.9,1001.4,1013.4,1007.8,1010.6,1020.2,1008.2,1007.2,998.51,1007.5,1015.8,1002.4,1006.9,1007.3,1016.7,1009.6,1003.1,1008,1002,1016.4,1007.7,1007.2,1009.5,1006.3,1016.4,1014.3,1005.9,1000.4,1008.8,1018.2,1008,1003.5,1014.3,1002.3,1012.1,998.85,1018.2,998.39,1013.3,1000.1,1016.7,1000.4,1006.3,1003.4,1001.4,1002.3,1001,1018.9,1013.8,1020.1,1002.5,1020.4,1007.1,1002,1014.7,1003.7,1008,1002.4,1002.1,1006.9,1017.9,1003.8,1001.1,1001.1,1001,1012,1000.8,1002,1007.6,1015.5,1015.6,1013.4,1005.3,1020.2,1016.2,1013.4,1008,1016.9,1007.6,1018.5,1013.4,1001.7,1002.8,1017.7,1018.9,1019.1,1008.6,1002.4,1007.7,1000.6
