79,96,195,206,432,437,571,582,601,794,973,1313,1375,1382,1585,1748,1810,2090,2102,2118,2151,2485,2945,3068,3116,3371,3525,3634,3776,3828,3829,3832,3847,3876,3901,3981,4094,4157,4188,4306,4337,4381,4381,4436,4454,4534,4665,4714,4855,5067,5081,5112,5204,5220,5252,5390,5534,5555,5671,5952,6123,6366,6716,6766,6861,7003,7698,7898,7911,8029,8056,8058,8276,8417,8475,8684,9003,9006,9072,9217,9559,9707,9835
1098.3,1093.5,1097.3,1093.7,1114.7,1120.2,1129.2,1102,1128.7,1125.9,1118.8,1107.3,1091.5,1118.3,1122.2,1116.6,1119.6,1103.7,1097.2,1128.8,1113.8,1126.4,1115.8,1126.1,1095.1,1118.8,1093,1117.1,1117.6,1091,1107,1125.9,1112.9,1096.9,1124.5,1120.7,1106.2,1113.9,1128.5,1088.5,1125.9,1128,1112.8,1118.2,1124.7,1119.5,1096.6,1125,1126,1094.6,1118.5,1119.5,1120,1115.6,1129.3,1087.4,1129.8,1096.7,1121.4,1088.4,1125.5,1127.1,1098,1123.2,1099.1,1100.7,1117.6,1118.9,1125.3,1094,1125.8,1091.9,1118.3,1123.2,1118.2,1118.3,1127.6,1127.9,1096.2,1124.9,1091.6,1092.6,1097.2
807.79,799.56,806.75,800,813.71,809.64,791.46,794.03,790.9,788.7,809.27,817.87,812.95,809.87,807.45,794.31,808.18,790.83,806.45,798.69,804.68,796.93,801.82,796.36,807.09,808.34,798.34,810.57,810.11,803.77,786.67,795.75,803.52,788.18,797.55,810.44,818.61,802.08,793.9,792.74,795.69,793.81,813.7,808.42,796.47,807.91,822.76,796.62,789.2,790.55,809.41,803.74,809.56,800.9,793.57,793.02,799.5,806.24,807.49,792.57,796.75,788.41,807.62,798.12,822.13,821.03,809.45,804.72,794.44,796.54,796.33,822.48,809.8,798.32,808.6,807.75,791.64,791.78,805.81,795.14,801.88,795.66,807.44
