46,93,96,132,168,256,401,572,730,783,825,829,841,944,949,1135,1262,1352,1356,1471,1492,1533,1540,1707,1742,2319,2340,2378,2458,2540,2599,2630,3046,3062,3198,3236,3375,3405,3406,3482,3545,3605,3607,3704,3771,3806,3937,4009,4032,4071,4138,4139,4299,4387,4446,4487,4506,4561,4619,4623,4664,4762,4884,4885,4892,4923,4988,5035,5080,5161,5470,5661,5907,5908,6085,6108,6175,6294,6364,6499,6672,6772,6835,6845,6873,6883,6908,6946,7107,7205,7214,7273,7303,7518,7568,7705,7718,7825,7874,7933,8011,8028,8032,8234,8412,8437,8440,8574,8683,8730,8730,8858,8957,9064,9067,9146,9166,9196,9218,9285,9349,9353,9404,9593,9678,9750,9764,9908,9920,9952
1281.6,1278.4,1255.5,1256.4,1270.9,1261.6,1279.2,1281,1278.8,1253.7,1261.7,1261.7,1254,1279.9,1261.3,1252.5,1280.7,1267.5,1281.4,1268.3,1261.1,1280.4,1280.7,1279,1255.4,1254,1266.5,1259.9,1276.4,1267,1250.2,1254.2,1261.7,1266.9,1272.3,1261.7,1272.5,1253.1,1275.8,1278.2,1266.6,1279.1,1278.6,1280.9,1252.6,1263.5,1273.6,1278.1,1276.4,1280.8,1276.9,1253.2,1278,1260.9,1279.8,1274.8,1271.3,1262.9,1261,1264.9,1279,1259.6,1277.6,1256,1271.9,1282.4,1262.7,1262.6,1261,1277.2,1260.6,1281.2,1263.2,1271,1279.3,1280,1271.8,1281.4,1278.2,1261.4,1265.9,1276.8,1266,1255,1253.3,1278.1,1267.4,1279.3,1276.4,1265,1266.7,1278.7,1255,1263.5,1256.5,1252.2,1279.2,1266.2,1278.1,1277.6,1280.5,1251.7,1261.6,1276.9,1269.6,1279.4,1276.6,1277.5,1262.4,1259.2,1281.1,1278.2,1281,1280,1267.1,1279.6,1279.2,1277.6,1262.3,1273.9,1260.3,1253.3,1274.7,1278.3,1281.2,1266.9,1267.3,1279.9,1266.3,1279.3
439.97,444.29,433.18,432.85,439.99,426.65,447.42,441.75,453.06,436.77,424.04,423.94,435.15,439.87,426.43,437.85,440.16,445.95,439.12,444.86,423.69,439.98,444.09,446.18,433.61,435.4,445.78,428.03,454.88,445.74,438.43,438.2,431.99,445.63,450.48,433.77,448.96,434.42,433.94,437.8,444.54,439.6,444.6,438.55,437.11,450.89,453.68,438.36,450.32,437.01,449.44,435.67,447.98,426.52,437.57,453.97,430.22,428.14,425.78,431.65,439.85,436.42,444.56,431.66,430.42,436.33,430.43,431.92,432.63,448.9,426.86,436.48,431.76,458.97,437.66,438,458.57,438.72,444.66,429.5,446.71,451.67,462.07,433.65,434.05,442.08,431.01,437.88,435.87,431.64,444.25,441.57,433.9,431.27,430.61,436.99,441.88,444.2,442.77,449.54,437.74,438.96,427.74,448.67,460.17,440.26,435.44,442.21,429.02,429.42,440.78,447.42,438.77,437.88,438.38,438.98,438.79,446.31,428.73,434.21,439.53,434.54,441.96,444.4,439.22,445.02,444.66,439.3,444.21,439.71
