115,201,343,588,598,785,1020,1224,1240,1501,1606,1771,1921,1955,1958,1973,1982,2061,2153,2190,2207,2226,2254,2296,2412,2616,2636,2649,2851,2882,3014,3193,3228,3244,3265,3338,3436,3438,3498,3579,3584,3590,3590,3597,3679,3702,3720,3780,3846,3885,4012,4013,4018,4147,4208,4362,4417,4534,4543,4619,4923,5052,5066,5079,5178,5216,5259,5367,5390,5421,5426,5489,5661,5738,5799,5922,6249,6306,6440,6669,6841,6874,6931,6951,7005,7005,7070,7080,7183,7186,7194,7205,7208,7222,7270,7272,7297,7447,7573,7719,7942,8038,8043,8048,8104,8119,8299,8733,8840,9029,9196,9262,9283,9285,9377,9388,9455,9482,9568,9628,9670,9689,9692,9848,9879,9901,9930
1333.6,1318.5,1316.7,1333,1333.7,1342.1,1335,1290.5,1307.6,1303.7,1341.7,1331,1305.1,1318.3,1288,1343.4,1327.9,1309.7,1318.2,1342.6,1344.6,1340.9,1329.4,1341.9,1307.4,1340.7,1317.9,1337.5,1319.7,1342.1,1307.4,1307.5,1308.6,1340.2,1343.9,1321.2,1297.3,1327,1315.5,1336,1320.9,1310.8,1319.6,1330.8,1345,1307.2,1347.6,1341.5,1303.1,1328.4,1344.6,1343.3,1348.3,1316.1,1303.1,1344.6,1316.6,1310.1,1307.9,1326.4,1331.2,1352.7,1332.2,1343.8,1343.5,1315,1293.3,1336.6,1332.9,1288.4,1343.8,1306,1344.9,1317.8,1316.5,1304.3,1303.6,1316.8,1306.1,1332.9,1296,1332.5,1329,1348,1319.2,1332.9,1305.5,1327.7,1346,1304.9,1330.9,1327,1343.7,1353.9,1339.9,1316.9,1327.5,1322,1331.7,1345.6,1328.4,1307.7,1317.1,1308.1,1317,1340.7,1341.2,1304.6,1340.2,1306.9,1331.4,1318.5,1339.8,1295,1330.7,1308.6,1288.5,1346.6,1303.5,1331.7,1344.2,1335.4,1332.6,1312.7,1318.2,1317.5,1322.8
948.12,960.92,961.62,914.52,912.91,942.77,913.62,931.79,935.84,920.31,943.69,952.42,920.85,921.38,936.91,938.1,923.93,948.79,940.61,938.62,935.46,925.1,952.55,942.14,913.92,942.54,910.67,945.17,943.44,940.57,927.43,914.2,917.29,942.69,909.86,943.96,946.4,952.29,958.59,944.16,958.83,918.05,925.02,952.32,934.06,949.12,929.76,942.12,913.68,951.6,909.54,908.91,929.47,940.08,940.03,934.96,940.4,913.93,931.57,918.8,948.06,911.39,950.91,935.64,908.53,911.21,932.36,948.35,949.8,931.49,936.66,919.53,909.15,916.31,959.56,920.97,924.65,959.94,919.14,949.4,932.47,952.55,953.32,929.97,942.85,923.33,921.52,919.33,933.33,939.51,952.52,918.97,909.2,910.13,924.11,932.92,913.49,913.63,914.47,934.75,950.26,928.84,932.76,917.28,940.63,943.02,940.06,920.71,945.42,920.61,918.85,951.57,943.88,932.41,918.96,930.97,931.85,931.74,917.17,918.84,936.18,910.93,947.66,946.68,938.33,920.92,958.33
