65,84,186,219,258,446,511,605,637,784,848,999,1268,1367,1389,1467,1567,1631,1657,1773,1836,1882,1889,2017,2054,2174,2302,2445,2466,2500,2648,2725,2731,2790,2945,3036,3090,3149,3263,3281,3355,3406,3439,3459,3507,3548,3605,3607,3613,3684,3712,3731,3765,3780,3780,3833,3875,3889,3933,3981,4000,4160,4222,4300,4372,4574,4623,4631,4710,4794,4807,4878,4880,4902,4923,5002,5013,5051,5062,5075,5640,5668,5687,5759,5778,5787,5810,5815,5851,5866,5943,5952,6051,6068,6123,6199,6212,6213,6224,6691,6748,6769,6772,6807,6901,6905,7089,7155,7200,7220,7255,7258,7263,7341,7382,7429,7431,7444,7480,7527,7528,7608,7700,7734,7991,8004,8065,8082,8203,8216,8229,8259,8267,8300,8417,8451,8462,8532,8636,8749,8761,8784,8847,8976,9025,9129,9151,9213,9273,9280,9345,9516,9539,9677,9686,9690,9883
1732.6,1723.2,1724.1,1724.7,1726.9,1720.1,1724.9,1734.6,1717.5,1734.8,1712.8,1731.2,1734,1725.4,1732.8,1733.6,1720.8,1717.2,1711.6,1713.8,1729.4,1719.2,1728.5,1728.9,1730.3,1723.8,1720,1726.9,1719.2,1726.8,1734.6,1733.8,1722,1728.9,1734.1,1717.2,1728.7,1723,1717.6,1721.5,1713.9,1728.4,1729.3,1718.4,1719.4,1729.7,1719.4,1716.5,1728.4,1712.8,1719.8,1725.3,1719.3,1720.8,1717.5,1733.3,1736,1734.1,1728.4,1733.6,1718.2,1728.8,1717,1719.2,1728.6,1732.7,1720,1730.8,1717.5,1733.5,1715.4,1728,1716,1712.6,1721.5,1711.2,1732,1726.5,1727.6,1729.6,1732,1732.6,1720.8,1724,1717.1,1728.9,1723.2,1722.6,1733.3,1727.8,1723.3,1731.2,1721.2,1714.3,1726.4,1727.1,1727.2,1730,1724.9,1731.3,1726.9,1731.1,1726.3,1724.2,1727.6,1719.3,1733.6,1733,1716,1727.5,1731.6,1717.8,1724.6,1723.4,1733.6,1730.7,1732.3,1725.2,1727.8,1718.4,1718.4,1731.2,1719.3,1728.7,1723.4,1727.3,1721.7,1717.1,1717.8,1726,1732.9,1719.5,1715.4,1717,1721.6,1731.4,1715.5,1729.6,1722.9,1721.3,1717.1,1731.4,1727.5,1719,1710.8,1725.5,1721.7,1722.8,1717.6,1710.6,1733.9,1728.1,1722.3,1716.8,1723,1727.6,1725.8
1109.4,1090.8,1085.4,1089.6,1093.2,1120.4,1086.8,1108.5,1110.2,1106.3,1109.9,1097.8,1100.8,1088.7,1095.5,1103.3,1119.6,1111.4,1108.6,1111.2,1092.2,1085.5,1120.4,1094.1,1087.3,1086.5,1085.3,1092.7,1085.8,1090,1111.1,1108.4,1087.5,1092.4,1109.4,1084.8,1093.1,1082.3,1084.4,1115.4,1098.5,1125.5,1099.2,1082.3,1081,1105.9,1084.9,1081.3,1098.6,1108.1,1090.5,1090.5,1082.6,1082.5,1084.7,1104.5,1110.1,1104.2,1087.7,1109.2,1111.7,1113.7,1110.8,1115.7,1094.5,1108.5,1115.5,1124.7,1081.1,1101.4,1083,1110.1,1108.7,1105.5,1088.6,1110.5,1095.7,1093.6,1110.4,1087.7,1098.4,1104.3,1082.5,1086.8,1082.4,1087,1091.2,1086.4,1102.3,1090.5,1085.7,1103.8,1086.1,1106.5,1090.3,1092.8,1091.8,1097.9,1089.2,1094.9,1088.6,1097.1,1087.9,1084.9,1128.6,1086.3,1099.8,1107.6,1108.4,1118.9,1105.7,1082.6,1089.1,1085.6,1109.4,1096.5,1108.7,1090.9,1091.1,1092.7,1084,1095.8,1113.4,1094.7,1086.1,1093.4,1084.5,1082.3,1116.2,1085.5,1102.9,1119.9,1084.4,1080.4,1103.1,1109.5,1082.7,1109.7,1085.6,1085.7,1081.8,1113.3,1091.4,1085.2,1109.2,1089.4,1112.1,1085.9,1082.8,1107.6,1106,1093.6,1083.5,1084,1087.7,1091.9,1089.7
