31,99,446,554,598,690,793,1169,1323,1614,2012,2323,2595,2759,2890,3116,3156,3519,3539,3544,3579,3623,3712,3727,3808,3824,3906,3919,3974,4019,4152,4171,4225,4239,4268,4344,4349,4358,4446,4473,4497,4544,4558,4567,4603,4603,4633,4788,4991,5027,5223,5404,5526,5935,6069,6177,6247,6329,6380,6439,6577,6712,6763,6843,6849,6990,7041,7069,7199,7265,7272,7353,7377,7490,7688,7756,7868,7883,7997,8030,8090,8146,8189,8363,8736,8764,8903,9209,9462,9509,9630
1699.1,1697.3,1699.9,1696.1,1699.7,1707,1699.1,1700.4,1707.8,1689.3,1691.1,1701.4,1695.7,1689.8,1712.2,1699.8,1708,1698.1,1688.7,1706.6,1680.5,1690.7,1685.2,1697.2,1683.4,1675.5,1692,1692.2,1709.6,1696.4,1703.2,1710.3,1691.8,1680.1,1692.8,1696.1,1706,1680.5,1680.9,1687.1,1686.2,1689.6,1700.7,1706.5,1692.2,1681.3,1707.2,1678.9,1707,1684.5,1680.4,1706.2,1707.7,1706.4,1685.3,1687.4,1707.8,1699.9,1704.4,1700.4,1687.4,1694.4,1685.3,1698.6,1708.3,1695.2,1682.8,1700.8,1699.1,1707.9,1707,1693.4,1706.3,1694,1689.5,1707.2,1689.3,1691.5,1710.9,1700.8,1710.2,1682.3,1699.8,1707.1,1680.3,1698.5,1694.2,1701.4,1698.8,1706.8,1687.8
1160.7,1192.2,1173.8,1192,1166,1168.1,1174,1173.9,1168.7,1195.7,1194,1189.4,1193.1,1195.2,1178.9,1174.4,1170.5,1172.4,1194.8,1165.4,1181.1,1178.4,1190.7,1190.7,1185.8,1193,1172.8,1184.7,1178.1,1191.4,1184.3,1177.2,1192.2,1197.1,1194.2,1191.4,1165,1196,1188.1,1194.5,1195.2,1178.6,1171.8,1167,1192.2,1192.9,1178.2,1194.3,1166,1179.6,1193.4,1169.2,1170.6,1168.7,1195.5,1194.7,1169.7,1171.7,1186.1,1172.3,1194.8,1194.3,1172,1190.5,1170.7,1164.4,1168.8,1169.4,1172.7,1171.1,1183.2,1192.8,1166.2,1193.5,1169.8,1169.4,1195.4,1175.6,1175.5,1172.4,1178.9,1170.4,1172.7,1169.2,1180.9,1173.3,1163.3,1172.3,1161.2,1165.4,1194.6
