5,92,143,156,167,177,193,199,244,340,368,379,433,464,518,524,588,668,805,831,861,876,1211,1246,1371,1460,1468,1538,1545,1641,1644,1765,1777,1851,1855,1908,2190,2387,2461,2479,2649,2695,2724,2729,2750,3056,3098,3128,3136,3210,3331,3383,3387,3400,3439,3477,3488,3507,3531,3549,3575,3590,3592,3607,3660,3681,3705,3773,3852,3937,3992,4039,4079,4119,4131,4135,4135,4170,4178,4180,4185,4217,4289,4315,4387,4430,4457,4461,4467,4577,4643,4686,4806,4833,4847,4902,4907,4929,4929,4929,5056,5231,5270,5348,5351,5465,5547,5600,5712,5716,5800,5952,6052,6582,6612,6675,6703,6873,7052,7070,7200,7205,7268,7285,7325,7491,7499,7513,7521,7604,7621,7621,7630,7696,7699,7877,7903,7914,8038,8059,8070,8077,8138,8162,8180,8240,8250,8285,8316,8417,8521,8631,8861,9034,9072,9170,9272,9317,9371,9519,9554,9565,9589,9629,9698,9713,9737,9764,9833,9993
743.18,752.2,739.25,742.24,734.6,746.11,752.75,753.19,735.48,746.63,732.61,754.34,736.29,746.76,744.91,747.34,759.65,745.44,746.57,758.22,756.73,735.64,750.28,753.34,752.46,748.61,753.08,750.04,751.53,742.98,745.13,746.36,758.86,742.09,739.14,744.21,733.31,748.91,745.22,744.66,738.47,755.19,745.95,743.32,745.05,758.19,742.31,750.21,749.76,744.96,746.48,758.24,744.59,750,737.74,759.67,750.51,752.13,744.21,738.66,756.87,749.02,731.3,737.54,736.69,758.38,747.23,757.63,744.71,751.53,748.26,740.04,749.05,749.39,737.43,749.91,747.23,737,746.01,757.49,743.14,758.68,757.14,754,748.47,749.25,745.01,735.88,735.68,756.09,744.08,742.44,748.14,757.12,749.8,748.83,753.37,732.93,750.68,741.91,730.76,754.31,741.24,745.9,756.44,748.28,752.14,758.19,758.58,750.03,752.52,732.83,756.75,751.33,758.5,751.22,748.05,757.03,758.46,741.8,752.28,754.49,748.7,739.26,757.42,753.36,742.39,758.1,745.97,746.31,748.74,741.89,755.55,749.2,739.86,753.31,746.05,755.97,742.74,748.66,742.73,757.05,732.39,750.37,748.47,738.43,752.65,756.28,745.69,741.48,754.75,757.37,757.06,744.05,735.34,741.2,752.22,745.49,756.37,754.11,743.29,744.14,753.4,744.96,743.05,753.51,744.94,746.87,743.74,758.79
850.13,882.54,845.99,845.56,846.73,848.74,881,882.1,844.36,848.95,848.11,879.17,844.74,849.87,842.86,840.67,871.87,851.3,844.58,870.87,876.9,847.02,858.37,879.43,882.6,853.16,873.92,842.38,883.96,846.47,846.42,849.03,871.02,847.89,846.15,841.02,850.64,848.84,849.61,841.51,841.92,879.16,845.49,856.31,842.12,876.09,841.98,885.24,852.56,846.13,847.39,868.73,850.58,885.21,845.7,849.27,882.1,879.45,849.4,843.55,877.4,842.46,848.77,843.77,845.99,871.94,845.24,868.67,840.76,884.02,884.67,842.98,851.58,885.41,842.76,872.27,841.52,843.88,841.48,875.38,840.98,870.47,871.68,880.55,884.01,874.34,844.14,846.46,845.35,877.44,843.37,876.58,881.42,872.87,852.51,851.21,873.59,846.08,873.82,868.64,848.9,878.39,867.97,854.68,862.9,852.16,883.65,869.18,871.48,882.58,880.93,848.06,876.28,881.33,874.71,879.72,851.19,873.21,871.31,843.15,882.04,876.92,842.52,844.73,872.71,882.58,842.79,871.17,847.05,840.44,852.52,841,879.47,841.6,847.64,878.38,846.99,877.25,846.63,884.63,847.63,874.2,847.38,884.68,850.97,844.38,879.87,874.18,840.74,842.02,880.42,873.81,875.65,880.12,855.45,840.87,881.19,848.33,876.65,879.4,854.34,848.89,881.4,840.58,842.77,878.83,855.4,847.89,844.2,869.67
