173,179,383,414,577,675,721,747,765,794,1083,1141,1224,1279,1335,1364,1973,2177,2185,2315,2396,2498,2631,2682,2697,2725,2811,2830,2907,3172,3180,3275,3364,3487,3648,3688,3748,3772,3772,3772,3780,3788,3825,3850,3966,4012,4063,4100,4127,4217,4252,4284,4284,4288,4447,4457,4472,4531,4673,4772,4836,4868,4936,5034,5151,5180,5223,5498,5592,5592,5642,5656,5812,6047,6282,6337,6510,6641,6674,6710,6782,6881,6912,7020,7050,7211,7356,7389,7715,7725,7870,8022,8070,8234,8269,8592,8683,8697,8714,8759,9026,9042,9055,9159,9204,9228,9262,9270,9283,9355,9356,9424,9455,9476,9511,9543,9556,9578,9690,9691,9692,9845,9918,9925
1647.8,1642.2,1641.8,1648,1632.4,1640.8,1621.2,1640.7,1645.8,1641.2,1628.6,1645.8,1638.2,1645.8,1640.3,1634.5,1625.1,1618.9,1641.1,1650.1,1646.3,1648.6,1646.3,1627.1,1638.7,1614.6,1649.3,1630.5,1647.3,1641.2,1644.1,1627.8,1648.8,1647.8,1646.3,1639.1,1640.1,1629.8,1640.9,1645.9,1636.3,1651.3,1647.6,1623,1650,1640.3,1645.8,1634.5,1640.4,1650.7,1641.4,1629.2,1650.6,1619.8,1615,1647.6,1647.7,1646,1651.1,1640.7,1628,1646.3,1645.5,1639.9,1615.3,1626.8,1642.3,1646.7,1639.3,1633.6,1643.3,1638.4,1649.8,1638.2,1646.1,1646.2,1647.2,1614.8,1639.4,1645.1,1648.8,1628.7,1646.2,1615.3,1647.8,1641.8,1640.4,1647.6,1621.3,1639.8,1626.5,1646.5,1639.4,1649.3,1646.5,1649.3,1633.4,1645.1,1638.8,1630.3,1645.8,1624.7,1620.4,1628.5,1618.5,1617.4,1633.4,1633.9,1647.7,1628.3,1646,1618.2,1649.3,1646,1615.8,1619.1,1640.9,1646.1,1647.8,1640.6,1628.9,1628.2,1650.7,1649.5
971.71,960.12,960.57,971.19,983.44,958.65,955.66,962.22,964.42,962.95,966.05,971.39,957.46,973.73,958.32,953.8,945.43,956.46,959.45,970.69,972.11,973.46,962.04,958.93,957.6,947.77,972.25,964.08,963.09,983.31,970.99,957.66,970.56,973.37,968.26,957.16,957.97,962.93,973.67,963.92,985.43,968.1,972.54,944.11,966.83,975.34,970.8,958.95,957.53,967.27,982.58,951.51,969.11,957.2,947.28,963.43,971.89,968.25,969.02,959.64,949.32,961.16,970.52,962.26,955.54,956.96,958.42,973.42,957.49,951.9,977.18,980.99,971.64,956.89,966.93,970.75,963.13,946.86,961.11,971.49,970.43,965.07,964.51,947.45,967.48,982.27,958.68,966.16,955.1,960.94,957.38,969.21,957.59,969.21,967.24,964.69,953,975.68,956.63,964.12,961.15,944.54,946.96,948.24,961.02,953.61,952.78,953.04,972.05,965.78,970.17,961.61,969.05,969.61,947.17,950.97,957.86,965.44,968.71,958.94,949.55,948.37,968.28,972.23
